attack,defense,angle,slide,jump,keeper,threshold
200,250,1,0,1,0,131
200,250,1,1,1,0,139
200,250,1,0,0,1,112
200,250,1,1,0,1,120
200,250,1,0,1,1,128
200,250,1,1,1,1,136
200,250,2,0,0,0,111
200,250,2,1,0,0,119
200,250,2,0,1,0,127
200,250,2,1,1,0,135
200,250,2,0,0,1,108
200,250,2,1,0,1,116
200,250,2,0,1,1,124
200,250,2,1,1,1,132
200,250,3,0,0,0,107
200,250,3,1,0,0,115
200,250,3,0,1,0,123
200,250,3,1,1,0,131
200,250,3,0,0,1,104
200,250,3,1,0,1,112
200,250,3,0,1,1,120
200,250,3,1,1,1,128
200,250,4,0,0,0,103
200,250,4,1,0,0,111
200,250,4,0,1,0,119
200,250,4,1,1,0,127
200,250,4,0,0,1,100
200,250,4,1,0,1,108
200,250,4,0,1,1,116
200,250,4,1,1,1,124
200,250,5,0,0,0,107
200,250,5,1,0,0,115
200,250,5,0,1,0,123
200,250,5,1,1,0,131
200,250,5,0,0,1,104
200,250,5,1,0,1,112
200,250,5,0,1,1,120
200,250,5,1,1,1,128
200,250,6,0,0,0,111
200,250,6,1,0,0,119
200,250,6,0,1,0,127
200,250,6,1,1,0,135
200,250,6,0,0,1,108
200,250,6,1,0,1,116
200,250,6,0,1,1,124
200,250,6,1,1,1,132
200,250,7,0,0,0,115
200,250,7,1,0,0,123
200,250,7,0,1,0,131
200,250,7,1,1,0,139
200,250,7,0,0,1,112
200,250,7,1,0,1,120
200,250,7,0,1,1,128
200,250,7,1,1,1,136
204,100,0,0,0,0,196
204,100,0,1,0,0,204
204,100,0,0,1,0,212
204,100,0,1,1,0,220
204,100,0,0,0,1,183
204,100,0,1,0,1,191
204,100,0,0,1,1,199
204,100,0,1,1,1,207
204,100,1,0,0,0,192
204,100,1,1,0,0,200
204,100,1,0,1,0,208
204,100,1,1,1,0,216
204,100,1,0,0,1,179
204,100,1,1,0,1,187
204,100,1,0,1,1,195
204,100,1,1,1,1,203
204,100,2,0,0,0,188
204,100,2,1,0,0,196
204,100,2,0,1,0,204
204,100,2,1,1,0,212
204,100,2,0,0,1,175
204,100,2,1,0,1,183
204,100,2,0,1,1,191
204,100,2,1,1,1,199
204,100,3,0,0,0,184
204,100,3,1,0,0,192
204,100,3,0,1,0,200
204,100,3,1,1,0,208
204,100,3,0,0,1,171
204,100,3,1,0,1,179
204,100,3,0,1,1,187
204,100,3,1,1,1,195
204,100,4,0,0,0,180
204,100,4,1,0,0,188
204,100,4,0,1,0,196
204,100,4,1,1,0,204
204,100,4,0,0,1,167
204,100,4,1,0,1,175
204,100,4,0,1,1,183
204,100,4,1,1,1,191
204,100,5,0,0,0,184
204,100,5,1,0,0,192
204,100,5,0,1,0,200
204,100,5,1,1,0,208
204,100,5,0,0,1,171
204,100,5,1,0,1,179
204,100,5,0,1,1,187
204,100,5,1,1,1,195
204,100,6,0,0,0,188
204,100,6,1,0,0,196
204,100,6,0,1,0,204
204,100,6,1,1,0,212
204,100,6,0,0,1,175
204,100,6,1,0,1,183
204,100,6,0,1,1,191
204,100,6,1,1,1,199
204,100,7,0,0,0,192
204,100,7,1,0,0,200
204,100,7,0,1,0,208
204,100,7,1,1,0,216
204,100,7,0,0,1,179
204,100,7,1,0,1,187
204,100,7,0,1,1,195
204,100,7,1,1,1,203
204,140,0,0,0,0,176
204,140,0,1,0,0,184
204,140,0,0,1,0,192
204,140,0,1,1,0,200
204,140,0,0,0,1,158
204,140,0,1,0,1,166
204,140,0,0,1,1,174
204,140,0,1,1,1,182
204,140,1,0,0,0,172
204,140,1,1,0,0,180
204,140,1,0,1,0,188
204,140,1,1,1,0,196
204,140,1,0,0,1,154
204,140,1,1,0,1,162
204,140,1,0,1,1,170
204,140,1,1,1,1,178
204,140,2,0,0,0,168
204,140,2,1,0,0,176
204,140,2,0,1,0,184
204,140,2,1,1,0,192
204,140,2,0,0,1,150
204,140,2,1,0,1,158
204,140,2,0,1,1,166
204,140,2,1,1,1,174
204,140,3,0,0,0,164
204,140,3,1,0,0,172
204,140,3,0,1,0,180
204,140,3,1,1,0,188
204,140,3,0,0,1,146
204,140,3,1,0,1,154
204,140,3,0,1,1,162
204,140,3,1,1,1,170
204,140,4,0,0,0,160
204,140,4,1,0,0,168
204,140,4,0,1,0,176
204,140,4,1,1,0,184
204,140,4,0,0,1,142
204,140,4,1,0,1,150
204,140,4,0,1,1,158
204,140,4,1,1,1,166
204,140,5,0,0,0,164
204,140,5,1,0,0,172
204,140,5,0,1,0,180
204,140,5,1,1,0,188
204,140,5,0,0,1,146
204,140,5,1,0,1,154
204,140,5,0,1,1,162
204,140,5,1,1,1,170
204,140,6,0,0,0,168
204,140,6,1,0,0,176
204,140,6,0,1,0,184
204,140,6,1,1,0,192
204,140,6,0,0,1,150
204,140,6,1,0,1,158
204,140,6,0,1,1,166
204,140,6,1,1,1,174
204,140,7,0,0,0,172
204,140,7,1,0,0,180
204,140,7,0,1,0,188
204,140,7,1,1,0,196
204,140,7,0,0,1,154
204,140,7,1,0,1,162
204,140,7,0,1,1,170
204,140,7,1,1,1,178
204,170,0,0,0,0,161
204,170,0,1,0,0,169
204,170,0,0,1,0,177
204,170,0,1,1,0,185
204,170,0,0,0,1,140
204,170,0,1,0,1,148
204,170,0,0,1,1,156
204,170,0,1,1,1,164
204,170,1,0,0,0,157
204,170,1,1,0,0,165
204,170,1,0,1,0,173
204,170,1,1,1,0,181
204,170,1,0,0,1,136
204,170,1,1,0,1,144
204,170,1,0,1,1,152
204,170,1,1,1,1,160
204,170,2,0,0,0,153
204,170,2,1,0,0,161
204,170,2,0,1,0,169
204,170,2,1,1,0,177
204,170,2,0,0,1,132
204,170,2,1,0,1,140
204,170,2,0,1,1,148
204,170,2,1,1,1,156
204,170,3,0,0,0,149
204,170,3,1,0,0,157
204,170,3,0,1,0,165
204,170,3,1,1,0,173
204,170,3,0,0,1,128
204,170,3,1,0,1,136
204,170,3,0,1,1,144
204,170,3,1,1,1,152
204,170,4,0,0,0,145
204,170,4,1,0,0,153
204,170,4,0,1,0,161
204,170,4,1,1,0,169
204,170,4,0,0,1,124
204,170,4,1,0,1,132
204,170,4,0,1,1,140
204,170,4,1,1,1,148
204,170,5,0,0,0,149
204,170,5,1,0,0,157
204,170,5,0,1,0,165
204,170,5,1,1,0,173
204,170,5,0,0,1,128
204,170,5,1,0,1,136
204,170,5,0,1,1,144
204,170,5,1,1,1,152
204,170,6,0,0,0,153
204,170,6,1,0,0,161
204,170,6,0,1,0,169
204,170,6,1,1,0,177
204,170,6,0,0,1,132
204,170,6,1,0,1,140
204,170,6,0,1,1,148
204,170,6,1,1,1,156
204,170,7,0,0,0,157
204,170,7,1,0,0,165
204,170,7,0,1,0,173
204,170,7,1,1,0,181
204,170,7,0,0,1,136
204,170,7,1,0,1,144
204,170,7,0,1,1,152
204,170,7,1,1,1,160
204,200,0,0,0,0,146
204,200,0,1,0,0,154
204,200,0,0,1,0,162
204,200,0,1,1,0,170
204,200,0,0,0,1,121
204,200,0,1,0,1,129
204,200,0,0,1,1,137
204,200,0,1,1,1,145
204,200,1,0,0,0,142
204,200,1,1,0,0,150
204,200,1,0,1,0,158
204,200,1,1,1,0,166
204,200,1,0,0,1,117
204,200,1,1,0,1,125
204,200,1,0,1,1,133
204,200,1,1,1,1,141
204,200,2,0,0,0,138
204,200,2,1,0,0,146
204,200,2,0,1,0,154
204,200,2,1,1,0,162
204,200,2,0,0,1,113
204,200,2,1,0,1,121
204,200,2,0,1,1,129
204,200,2,1,1,1,137
204,200,3,0,0,0,134
204,200,3,1,0,0,142
204,200,3,0,1,0,150
204,200,3,1,1,0,158
204,200,3,0,0,1,109
204,200,3,1,0,1,117
204,200,3,0,1,1,125
204,200,3,1,1,1,133
204,200,4,0,0,0,130
204,200,4,1,0,0,138
204,200,4,0,1,0,146
204,200,4,1,1,0,154
204,200,4,0,0,1,105
204,200,4,1,0,1,113
204,200,4,0,1,1,121
204,200,4,1,1,1,129
204,200,5,0,0,0,134
204,200,5,1,0,0,142
204,200,5,0,1,0,150
204,200,5,1,1,0,158
204,200,5,0,0,1,109
204,200,5,1,0,1,117
204,200,5,0,1,1,125
204,200,5,1,1,1,133
204,200,6,0,0,0,138
204,200,6,1,0,0,146
204,200,6,0,1,0,154
204,200,6,1,1,0,162
204,200,6,0,0,1,113
204,200,6,1,0,1,121
204,200,6,0,1,1,129
204,200,6,1,1,1,137
204,200,7,0,0,0,142
204,200,7,1,0,0,150
204,200,7,0,1,0,158
204,200,7,1,1,0,166
204,200,7,0,0,1,117
204,200,7,1,0,1,125
204,200,7,0,1,1,133
204,200,7,1,1,1,141
204,204,0,0,0,0,144
204,204,0,1,0,0,152
204,204,0,0,1,0,160
204,204,0,1,1,0,168
204,204,0,0,0,1,118
204,204,0,1,0,1,126
204,204,0,0,1,1,134
204,204,0,1,1,1,142
204,204,1,0,0,0,140
204,204,1,1,0,0,148
204,204,1,0,1,0,156
204,204,1,1,1,0,164
204,204,1,0,0,1,114
204,204,1,1,0,1,122
204,204,1,0,1,1,130
204,204,1,1,1,1,138
204,204,2,0,0,0,136
204,204,2,1,0,0,144
204,204,2,0,1,0,152
204,204,2,1,1,0,160
204,204,2,0,0,1,110
204,204,2,1,0,1,118
204,204,2,0,1,1,126
204,204,2,1,1,1,134
204,204,3,0,0,0,132
204,204,3,1,0,0,140
204,204,3,0,1,0,148
204,204,3,1,1,0,156
204,204,3,0,0,1,106
204,204,3,1,0,1,114
204,204,3,0,1,1,122
204,204,3,1,1,1,130
204,204,4,0,0,0,128
204,204,4,1,0,0,136
204,204,4,0,1,0,144
204,204,4,1,1,0,152
204,204,4,0,0,1,102
204,204,4,1,0,1,110
204,204,4,0,1,1,118
204,204,4,1,1,1,126
204,204,5,0,0,0,132
204,204,5,1,0,0,140
204,204,5,0,1,0,148
204,204,5,1,1,0,156
204,204,5,0,0,1,106
204,204,5,1,0,1,114
204,204,5,0,1,1,122
204,204,5,1,1,1,130
204,204,6,0,0,0,136
204,204,6,1,0,0,144
204,204,6,0,1,0,152
204,204,6,1,1,0,160
204,204,6,0,0,1,110
204,204,6,1,0,1,118
204,204,6,0,1,1,126
204,204,6,1,1,1,134
204,204,7,0,0,0,140
204,204,7,1,0,0,148
204,204,7,0,1,0,156
204,204,7,1,1,0,164
204,204,7,0,0,1,114
204,204,7,1,0,1,122
204,204,7,0,1,1,130
204,204,7,1,1,1,138
204,205,0,0,0,0,143
204,205,0,1,0,0,151
204,205,0,0,1,0,159
204,205,0,1,1,0,167
204,205,0,0,0,1,118
204,205,0,1,0,1,126
204,205,0,0,1,1,134
204,205,0,1,1,1,142
204,205,1,0,0,0,139
204,205,1,1,0,0,147
204,205,1,0,1,0,155
204,205,1,1,1,0,163
204,205,1,0,0,1,114
204,205,1,1,0,1,122
204,205,1,0,1,1,130
204,205,1,1,1,1,138
204,205,2,0,0,0,135
204,205,2,1,0,0,143
204,205,2,0,1,0,151
204,205,2,1,1,0,159
204,205,2,0,0,1,110
204,205,2,1,0,1,118
204,205,2,0,1,1,126
204,205,2,1,1,1,134
204,205,3,0,0,0,131
204,205,3,1,0,0,139
204,205,3,0,1,0,147
204,205,3,1,1,0,155
204,205,3,0,0,1,106
204,205,3,1,0,1,114
204,205,3,0,1,1,122
204,205,3,1,1,1,130
204,205,4,0,0,0,127
204,205,4,1,0,0,135
204,205,4,0,1,0,143
204,205,4,1,1,0,151
204,205,4,0,0,1,102
204,205,4,1,0,1,110
204,205,4,0,1,1,118
204,205,4,1,1,1,126
204,205,5,0,0,0,131
204,205,5,1,0,0,139
204,205,5,0,1,0,147
204,205,5,1,1,0,155
204,205,5,0,0,1,106
204,205,5,1,0,1,114
204,205,5,0,1,1,122
204,205,5,1,1,1,130
204,205,6,0,0,0,135
204,205,6,1,0,0,143
204,205,6,0,1,0,151
204,205,6,1,1,0,159
204,205,6,0,0,1,110
204,205,6,1,0,1,118
204,205,6,0,1,1,126
204,205,6,1,1,1,134
204,205,7,0,0,0,139
204,205,7,1,0,0,147
204,205,7,0,1,0,155
204,205,7,1,1,0,163
204,205,7,0,0,1,114
204,205,7,1,0,1,122
204,205,7,0,1,1,130
204,205,7,1,1,1,138
204,249,0,0,0,0,121
204,249,0,1,0,0,129
204,249,0,0,1,0,137
204,249,0,1,1,0,145
204,249,0,0,0,1,118
204,249,0,1,0,1,126
204,249,0,0,1,1,134
204,249,0,1,1,1,142
204,249,1,0,0,0,117
204,249,1,1,0,0,125
204,249,1,0,1,0,133
204,249,1,1,1,0,141
204,249,1,0,0,1,114
204,249,1,1,0,1,122
204,249,1,0,1,1,130
204,249,1,1,1,1,138
204,249,2,0,0,0,113
204,249,2,1,0,0,121
204,249,2,0,1,0,129
204,249,2,1,1,0,137
204,249,2,0,0,1,110
204,249,2,1,0,1,118
204,249,2,0,1,1,126
204,249,2,1,1,1,134
204,249,3,0,0,0,109
204,249,3,1,0,0,117
204,249,3,0,1,0,125
204,249,3,1,1,0,133
204,249,3,0,0,1,106
204,249,3,1,0,1,114
204,249,3,0,1,1,122
204,249,3,1,1,1,130
204,249,4,0,0,0,105
204,249,4,1,0,0,113
204,249,4,0,1,0,121
204,249,4,1,1,0,129
204,249,4,0,0,1,102
204,249,4,1,0,1,110
204,249,4,0,1,1,118
204,249,4,1,1,1,126
204,249,5,0,0,0,109
204,249,5,1,0,0,117
204,249,5,0,1,0,125
204,249,5,1,1,0,133
204,249,5,0,0,1,106
204,249,5,1,0,1,114
204,249,5,0,1,1,122
204,249,5,1,1,1,130
204,249,6,0,0,0,113
204,249,6,1,0,0,121
204,249,6,0,1,0,129
204,249,6,1,1,0,137
204,249,6,0,0,1,110
204,249,6,1,0,1,118
204,249,6,0,1,1,126
204,249,6,1,1,1,134
204,249,7,0,0,0,117
204,249,7,1,0,0,125
204,249,7,0,1,0,133
204,249,7,1,1,0,141
204,249,7,0,0,1,114
204,249,7,1,0,1,122
204,249,7,0,1,1,130
204,249,7,1,1,1,138
204,250,0,0,0,0,121
204,250,0,1,0,0,129
204,250,0,0,1,0,137
204,250,0,1,1,0,145
204,250,0,0,0,1,118
204,250,0,1,0,1,126
204,250,0,0,1,1,134
204,250,0,1,1,1,142
204,250,1,0,0,0,117
204,250,1,1,0,0,125
204,250,1,0,1,0,133
204,250,1,1,1,0,141
204,250,1,0,0,1,114
204,250,1,1,0,1,122
204,250,1,0,1,1,130
204,250,1,1,1,1,138
204,250,2,0,0,0,113
204,250,2,1,0,0,121
204,250,2,0,1,0,129
204,250,2,1,1,0,137
204,250,2,0,0,1,110
204,250,2,1,0,1,118
204,250,2,0,1,1,126
204,250,2,1,1,1,134
204,250,3,0,0,0,109
204,250,3,1,0,0,117
204,250,3,0,1,0,125
204,250,3,1,1,0,133
204,250,3,0,0,1,106
204,250,3,1,0,1,114
204,250,3,0,1,1,122
204,250,3,1,1,1,130
204,250,4,0,0,0,105
204,250,4,1,0,0,113
204,250,4,0,1,0,121
204,250,4,1,1,0,129
204,250,4,0,0,1,102
204,250,4,1,0,1,110
204,250,4,0,1,1,118
204,250,4,1,1,1,126
204,250,5,0,0,0,109
204,250,5,1,0,0,117
204,250,5,0,1,0,125
204,250,5,1,1,0,133
204,250,5,0,0,1,106
204,250,5,1,0,1,114
204,250,5,0,1,1,122
204,250,5,1,1,1,130
204,250,6,0,0,0,113
204,250,6,1,0,0,121
204,250,6,0,1,0,129
204,250,6,1,1,0,137
204,250,6,0,0,1,110
204,250,6,1,0,1,118
204,250,6,0,1,1,126
204,250,6,1,1,1,134
204,250,7,0,0,0,117
204,250,7,1,0,0,125
204,250,7,0,1,0,133
204,250,7,1,1,0,141
204,250,7,0,0,1,114
204,250,7,1,0,1,122
204,250,7,0,1,1,130
204,250,7,1,1,1,138
205,100,0,0,0,0,196
205,100,0,1,0,0,204
205,100,0,0,1,0,212
205,100,0,1,1,0,220
205,100,0,0,0,1,184
205,100,0,1,0,1,192
205,100,0,0,1,1,200
205,100,0,1,1,1,208
205,100,1,0,0,0,192
205,100,1,1,0,0,200
205,100,1,0,1,0,208
205,100,1,1,1,0,216
205,100,1,0,0,1,180
205,100,1,1,0,1,188
205,100,1,0,1,1,196
205,100,1,1,1,1,204
205,100,2,0,0,0,188
205,100,2,1,0,0,196
205,100,2,0,1,0,204
205,100,2,1,1,0,212
205,100,2,0,0,1,176
205,100,2,1,0,1,184
205,100,2,0,1,1,192
205,100,2,1,1,1,200
205,100,3,0,0,0,184
205,100,3,1,0,0,192
205,100,3,0,1,0,200
205,100,3,1,1,0,208
205,100,3,0,0,1,172
205,100,3,1,0,1,180
205,100,3,0,1,1,188
205,100,3,1,1,1,196
205,100,4,0,0,0,180
205,100,4,1,0,0,188
205,100,4,0,1,0,196
205,100,4,1,1,0,204
205,100,4,0,0,1,168
205,100,4,1,0,1,176
205,100,4,0,1,1,184
205,100,4,1,1,1,192
205,100,5,0,0,0,184
205,100,5,1,0,0,192
205,100,5,0,1,0,200
205,100,5,1,1,0,208
205,100,5,0,0,1,172
205,100,5,1,0,1,180
205,100,5,0,1,1,188
205,100,5,1,1,1,196
205,100,6,0,0,0,188
205,100,6,1,0,0,196
205,100,6,0,1,0,204
205,100,6,1,1,0,212
205,100,6,0,0,1,176
205,100,6,1,0,1,184
205,100,6,0,1,1,192
205,100,6,1,1,1,200
205,100,7,0,0,0,192
205,100,7,1,0,0,200
205,100,7,0,1,0,208
205,100,7,1,1,0,216
205,100,7,0,0,1,180
205,100,7,1,0,1,188
205,100,7,0,1,1,196
205,100,7,1,1,1,204
205,140,0,0,0,0,176
205,140,0,1,0,0,184
205,140,0,0,1,0,192
205,140,0,1,1,0,200
205,140,0,0,0,1,159
205,140,0,1,0,1,167
205,140,0,0,1,1,175
205,140,0,1,1,1,183
205,140,1,0,0,0,172
205,140,1,1,0,0,180
205,140,1,0,1,0,188
205,140,1,1,1,0,196
205,140,1,0,0,1,155
205,140,1,1,0,1,163
205,140,1,0,1,1,171
205,140,1,1,1,1,179
205,140,2,0,0,0,168
205,140,2,1,0,0,176
205,140,2,0,1,0,184
205,140,2,1,1,0,192
205,140,2,0,0,1,151
205,140,2,1,0,1,159
205,140,2,0,1,1,167
205,140,2,1,1,1,175
205,140,3,0,0,0,164
205,140,3,1,0,0,172
205,140,3,0,1,0,180
205,140,3,1,1,0,188
205,140,3,0,0,1,147
205,140,3,1,0,1,155
205,140,3,0,1,1,163
205,140,3,1,1,1,171
205,140,4,0,0,0,160
205,140,4,1,0,0,168
205,140,4,0,1,0,176
205,140,4,1,1,0,184
205,140,4,0,0,1,143
205,140,4,1,0,1,151
205,140,4,0,1,1,159
205,140,4,1,1,1,167
205,140,5,0,0,0,164
205,140,5,1,0,0,172
205,140,5,0,1,0,180
205,140,5,1,1,0,188
205,140,5,0,0,1,147
205,140,5,1,0,1,155
205,140,5,0,1,1,163
205,140,5,1,1,1,171
205,140,6,0,0,0,168
205,140,6,1,0,0,176
205,140,6,0,1,0,184
205,140,6,1,1,0,192
205,140,6,0,0,1,151
205,140,6,1,0,1,159
205,140,6,0,1,1,167
205,140,6,1,1,1,175
205,140,7,0,0,0,172
205,140,7,1,0,0,180
205,140,7,0,1,0,188
205,140,7,1,1,0,196
205,140,7,0,0,1,155
205,140,7,1,0,1,163
205,140,7,0,1,1,171
205,140,7,1,1,1,179
205,170,0,0,0,0,161
205,170,0,1,0,0,169
205,170,0,0,1,0,177
205,170,0,1,1,0,185
205,170,0,0,0,1,140
205,170,0,1,0,1,148
205,170,0,0,1,1,156
205,170,0,1,1,1,164
205,170,1,0,0,0,157
205,170,1,1,0,0,165
205,170,1,0,1,0,173
205,170,1,1,1,0,181
205,170,1,0,0,1,136
205,170,1,1,0,1,144
205,170,1,0,1,1,152
205,170,1,1,1,1,160
205,170,2,0,0,0,153
205,170,2,1,0,0,161
205,170,2,0,1,0,169
205,170,2,1,1,0,177
205,170,2,0,0,1,132
205,170,2,1,0,1,140
205,170,2,0,1,1,148
205,170,2,1,1,1,156
205,170,3,0,0,0,149
205,170,3,1,0,0,157
205,170,3,0,1,0,165
205,170,3,1,1,0,173
205,170,3,0,0,1,128
205,170,3,1,0,1,136
205,170,3,0,1,1,144
205,170,3,1,1,1,152
205,170,4,0,0,0,145
205,170,4,1,0,0,153
205,170,4,0,1,0,161
205,170,4,1,1,0,169
205,170,4,0,0,1,124
205,170,4,1,0,1,132
205,170,4,0,1,1,140
205,170,4,1,1,1,148
205,170,5,0,0,0,149
205,170,5,1,0,0,157
205,170,5,0,1,0,165
205,170,5,1,1,0,173
205,170,5,0,0,1,128
205,170,5,1,0,1,136
205,170,5,0,1,1,144
205,170,5,1,1,1,152
205,170,6,0,0,0,153
205,170,6,1,0,0,161
205,170,6,0,1,0,169
205,170,6,1,1,0,177
205,170,6,0,0,1,132
205,170,6,1,0,1,140
205,170,6,0,1,1,148
205,170,6,1,1,1,156
205,170,7,0,0,0,157
205,170,7,1,0,0,165
205,170,7,0,1,0,173
205,170,7,1,1,0,181
205,170,7,0,0,1,136
205,170,7,1,0,1,144
205,170,7,0,1,1,152
205,170,7,1,1,1,160
205,200,0,0,0,0,146
205,200,0,1,0,0,154
205,200,0,0,1,0,162
205,200,0,1,1,0,170
205,200,0,0,0,1,121
205,200,0,1,0,1,129
205,200,0,0,1,1,137
205,200,0,1,1,1,145
205,200,1,0,0,0,142
205,200,1,1,0,0,150
205,200,1,0,1,0,158
205,200,1,1,1,0,166
205,200,1,0,0,1,117
205,200,1,1,0,1,125
205,200,1,0,1,1,133
205,200,1,1,1,1,141
205,200,2,0,0,0,138
205,200,2,1,0,0,146
205,200,2,0,1,0,154
205,200,2,1,1,0,162
205,200,2,0,0,1,113
205,200,2,1,0,1,121
205,200,2,0,1,1,129
205,200,2,1,1,1,137
205,200,3,0,0,0,134
205,200,3,1,0,0,142
205,200,3,0,1,0,150
205,200,3,1,1,0,158
205,200,3,0,0,1,109
205,200,3,1,0,1,117
205,200,3,0,1,1,125
205,200,3,1,1,1,133
205,200,4,0,0,0,130
205,200,4,1,0,0,138
205,200,4,0,1,0,146
205,200,4,1,1,0,154
205,200,4,0,0,1,105
205,200,4,1,0,1,113
205,200,4,0,1,1,121
205,200,4,1,1,1,129
205,200,5,0,0,0,134
205,200,5,1,0,0,142
205,200,5,0,1,0,150
205,200,5,1,1,0,158
205,200,5,0,0,1,109
205,200,5,1,0,1,117
205,200,5,0,1,1,125
205,200,5,1,1,1,133
205,200,6,0,0,0,138
205,200,6,1,0,0,146
205,200,6,0,1,0,154
205,200,6,1,1,0,162
205,200,6,0,0,1,113
205,200,6,1,0,1,121
205,200,6,0,1,1,129
205,200,6,1,1,1,137
205,200,7,0,0,0,142
205,200,7,1,0,0,150
205,200,7,0,1,0,158
205,200,7,1,1,0,166
205,200,7,0,0,1,117
205,200,7,1,0,1,125
205,200,7,0,1,1,133
205,200,7,1,1,1,141
205,204,0,0,0,0,144
205,204,0,1,0,0,152
205,204,0,0,1,0,160
205,204,0,1,1,0,168
205,204,0,0,0,1,119
205,204,0,1,0,1,127
205,204,0,0,1,1,135
205,204,0,1,1,1,143
205,204,1,0,0,0,140
205,204,1,1,0,0,148
205,204,1,0,1,0,156
205,204,1,1,1,0,164
205,204,1,0,0,1,115
205,204,1,1,0,1,123
205,204,1,0,1,1,131
205,204,1,1,1,1,139
205,204,2,0,0,0,136
205,204,2,1,0,0,144
205,204,2,0,1,0,152
205,204,2,1,1,0,160
205,204,2,0,0,1,111
205,204,2,1,0,1,119
205,204,2,0,1,1,127
205,204,2,1,1,1,135
205,204,3,0,0,0,132
205,204,3,1,0,0,140
205,204,3,0,1,0,148
205,204,3,1,1,0,156
205,204,3,0,0,1,107
205,204,3,1,0,1,115
205,204,3,0,1,1,123
205,204,3,1,1,1,131
205,204,4,0,0,0,128
205,204,4,1,0,0,136
205,204,4,0,1,0,144
205,204,4,1,1,0,152
205,204,4,0,0,1,103
205,204,4,1,0,1,111
205,204,4,0,1,1,119
205,204,4,1,1,1,127
205,204,5,0,0,0,132
205,204,5,1,0,0,140
205,204,5,0,1,0,148
205,204,5,1,1,0,156
205,204,5,0,0,1,107
205,204,5,1,0,1,115
205,204,5,0,1,1,123
205,204,5,1,1,1,131
205,204,6,0,0,0,136
205,204,6,1,0,0,144
205,204,6,0,1,0,152
205,204,6,1,1,0,160
205,204,6,0,0,1,111
205,204,6,1,0,1,119
205,204,6,0,1,1,127
205,204,6,1,1,1,135
205,204,7,0,0,0,140
205,204,7,1,0,0,148
205,204,7,0,1,0,156
205,204,7,1,1,0,164
205,204,7,0,0,1,115
205,204,7,1,0,1,123
205,204,7,0,1,1,131
205,204,7,1,1,1,139
205,205,0,0,0,0,144
205,205,0,1,0,0,152
205,205,0,0,1,0,160
205,205,0,1,1,0,168
205,205,0,0,0,1,119
205,205,0,1,0,1,127
205,205,0,0,1,1,135
205,205,0,1,1,1,143
205,205,1,0,0,0,140
205,205,1,1,0,0,148
205,205,1,0,1,0,156
205,205,1,1,1,0,164
205,205,1,0,0,1,115
205,205,1,1,0,1,123
205,205,1,0,1,1,131
205,205,1,1,1,1,139
205,205,2,0,0,0,136
205,205,2,1,0,0,144
205,205,2,0,1,0,152
205,205,2,1,1,0,160
205,205,2,0,0,1,111
205,205,2,1,0,1,119
205,205,2,0,1,1,127
205,205,2,1,1,1,135
205,205,3,0,0,0,132
205,205,3,1,0,0,140
205,205,3,0,1,0,148
205,205,3,1,1,0,156
205,205,3,0,0,1,107
205,205,3,1,0,1,115
205,205,3,0,1,1,123
205,205,3,1,1,1,131
205,205,4,0,0,0,128
205,205,4,1,0,0,136
205,205,4,0,1,0,144
205,205,4,1,1,0,152
205,205,4,0,0,1,103
205,205,4,1,0,1,111
205,205,4,0,1,1,119
205,205,4,1,1,1,127
205,205,5,0,0,0,132
205,205,5,1,0,0,140
205,205,5,0,1,0,148
205,205,5,1,1,0,156
205,205,5,0,0,1,107
205,205,5,1,0,1,115
205,205,5,0,1,1,123
205,205,5,1,1,1,131
205,205,6,0,0,0,136
205,205,6,1,0,0,144
205,205,6,0,1,0,152
205,205,6,1,1,0,160
205,205,6,0,0,1,111
205,205,6,1,0,1,119
205,205,6,0,1,1,127
205,205,6,1,1,1,135
205,205,7,0,0,0,140
205,205,7,1,0,0,148
205,205,7,0,1,0,156
205,205,7,1,1,0,164
205,205,7,0,0,1,115
205,205,7,1,0,1,123
205,205,7,0,1,1,131
205,205,7,1,1,1,139
205,249,0,0,0,0,122
205,249,0,1,0,0,130
205,249,0,0,1,0,138
205,249,0,1,1,0,146
205,249,0,0,0,1,119
205,249,0,1,0,1,127
205,249,0,0,1,1,135
205,249,0,1,1,1,143
205,249,1,0,0,0,118
205,249,1,1,0,0,126
205,249,1,0,1,0,134
205,249,1,1,1,0,142
205,249,1,0,0,1,115
205,249,1,1,0,1,123
205,249,1,0,1,1,131
205,249,1,1,1,1,139
205,249,2,0,0,0,114
205,249,2,1,0,0,122
205,249,2,0,1,0,130
205,249,2,1,1,0,138
205,249,2,0,0,1,111
205,249,2,1,0,1,119
205,249,2,0,1,1,127
205,249,2,1,1,1,135
205,249,3,0,0,0,110
205,249,3,1,0,0,118
205,249,3,0,1,0,126
205,249,3,1,1,0,134
205,249,3,0,0,1,107
205,249,3,1,0,1,115
205,249,3,0,1,1,123
205,249,3,1,1,1,131
205,249,4,0,0,0,106
205,249,4,1,0,0,114
205,249,4,0,1,0,122
205,249,4,1,1,0,130
205,249,4,0,0,1,103
205,249,4,1,0,1,111
205,249,4,0,1,1,119
205,249,4,1,1,1,127
205,249,5,0,0,0,110
205,249,5,1,0,0,118
205,249,5,0,1,0,126
205,249,5,1,1,0,134
205,249,5,0,0,1,107
205,249,5,1,0,1,115
205,249,5,0,1,1,123
205,249,5,1,1,1,131
