power,stamina,energy,base,remaining,agr,att,def,spd,thr,pow,sta,int
205,204,127,100,118,100,100,100,100,100,100,200,100
205,204,127,101,118,100,100,100,100,100,100,200,100
205,204,127,173,118,169,169,169,169,169,169,200,169
205,204,127,250,118,246,246,246,246,246,246,200,246
205,204,128,100,119,100,100,100,100,100,100,200,100
205,204,128,101,119,100,100,100,100,100,100,200,100
205,204,128,173,119,169,169,169,169,169,169,200,169
205,204,128,250,119,246,246,246,246,246,246,200,246
205,205,1,100,0,100,100,100,100,100,100,201,100
205,205,1,101,0,100,100,100,100,100,100,201,100
205,205,1,173,0,169,169,169,169,169,169,201,169
205,205,1,250,0,246,246,246,246,246,246,201,246
205,205,8,100,0,100,100,100,100,100,100,201,100
205,205,8,101,0,100,100,100,100,100,100,201,100
205,205,8,173,0,169,169,169,169,169,169,201,169
205,205,8,250,0,246,246,246,246,246,246,201,246
205,205,16,100,7,100,100,100,100,100,100,201,100
205,205,16,101,7,100,100,100,100,100,100,201,100
205,205,16,173,7,169,169,169,169,169,169,201,169
205,205,16,250,7,246,246,246,246,246,246,201,246
205,205,64,100,55,100,100,100,100,100,100,201,100
205,205,64,101,55,100,100,100,100,100,100,201,100
205,205,64,173,55,169,169,169,169,169,169,201,169
205,205,64,250,55,246,246,246,246,246,246,201,246
205,205,127,100,118,100,100,100,100,100,100,201,100
205,205,127,101,118,100,100,100,100,100,100,201,100
205,205,127,173,118,169,169,169,169,169,169,201,169
205,205,127,250,118,246,246,246,246,246,246,201,246
205,205,128,100,119,100,100,100,100,100,100,201,100
205,205,128,101,119,100,100,100,100,100,100,201,100
205,205,128,173,119,169,169,169,169,169,169,201,169
205,205,128,250,119,246,246,246,246,246,246,201,246
205,249,1,100,0,100,100,100,100,100,100,246,100
205,249,1,101,0,100,100,100,100,100,100,246,100
205,249,1,173,0,170,170,170,170,170,170,246,170
205,249,1,250,0,247,247,247,247,247,247,246,247
205,249,8,100,2,100,100,100,100,100,100,246,100
205,249,8,101,2,100,100,100,100,100,100,246,100
205,249,8,173,2,170,170,170,170,170,170,246,170
205,249,8,250,2,247,247,247,247,247,247,246,247
205,249,16,100,10,100,100,100,100,100,100,246,100
205,249,16,101,10,100,100,100,100,100,100,246,100
205,249,16,173,10,170,170,170,170,170,170,246,170
205,249,16,250,10,247,247,247,247,247,247,246,247
205,249,64,100,58,100,100,100,100,100,100,246,100
205,249,64,101,58,100,100,100,100,100,100,246,100
205,249,64,173,58,170,170,170,170,170,170,246,170
205,249,64,250,58,247,247,247,247,247,247,246,247
205,249,127,100,121,100,100,100,100,100,100,246,100
205,249,127,101,121,100,100,100,100,100,100,246,100
205,249,127,173,121,170,170,170,170,170,170,246,170
205,249,127,250,121,247,247,247,247,247,247,246,247
205,249,128,100,122,100,100,100,100,100,100,246,100
205,249,128,101,122,100,100,100,100,100,100,246,100
205,249,128,173,122,170,170,170,170,170,170,246,170
205,249,128,250,122,247,247,247,247,247,247,246,247
205,250,1,100,0,100,100,100,100,100,100,247,100
205,250,1,101,0,100,100,100,100,100,100,247,100
205,250,1,173,0,170,170,170,170,170,170,247,170
205,250,1,250,0,247,247,247,247,247,247,247,247
205,250,8,100,2,100,100,100,100,100,100,247,100
205,250,8,101,2,100,100,100,100,100,100,247,100
205,250,8,173,2,170,170,170,170,170,170,247,170
205,250,8,250,2,247,247,247,247,247,247,247,247
205,250,16,100,10,100,100,100,100,100,100,247,100
205,250,16,101,10,100,100,100,100,100,100,247,100
205,250,16,173,10,170,170,170,170,170,170,247,170
205,250,16,250,10,247,247,247,247,247,247,247,247
205,250,64,100,58,100,100,100,100,100,100,247,100
205,250,64,101,58,100,100,100,100,100,100,247,100
205,250,64,173,58,170,170,170,170,170,170,247,170
205,250,64,250,58,247,247,247,247,247,247,247,247
205,250,127,100,121,100,100,100,100,100,100,247,100
205,250,127,101,121,100,100,100,100,100,100,247,100
205,250,127,173,121,170,170,170,170,170,170,247,170
205,250,127,250,121,247,247,247,247,247,247,247,247
205,250,128,100,122,100,100,100,100,100,100,247,100
205,250,128,101,122,100,100,100,100,100,100,247,100
205,250,128,173,122,170,170,170,170,170,170,247,170
205,250,128,250,122,247,247,247,247,247,247,247,247
249,100,1,100,0,100,100,100,100,100,100,100,100
249,100,1,101,0,100,100,100,100,100,100,100,100
249,100,1,173,0,164,164,164,164,164,164,100,164
249,100,1,250,0,241,241,241,241,241,241,100,241
249,100,8,100,0,100,100,100,100,100,100,100,100
249,100,8,101,0,100,100,100,100,100,100,100,100
249,100,8,173,0,164,164,164,164,164,164,100,164
249,100,8,250,0,241,241,241,241,241,241,100,241
249,100,16,100,0,100,100,100,100,100,100,100,100
249,100,16,101,0,100,100,100,100,100,100,100,100
249,100,16,173,0,164,164,164,164,164,164,100,164
249,100,16,250,0,241,241,241,241,241,241,100,241
249,100,64,100,46,100,100,100,100,100,100,100,100
249,100,64,101,46,100,100,100,100,100,100,100,100
249,100,64,173,46,164,164,164,164,164,164,100,164
249,100,64,250,46,241,241,241,241,241,241,100,241
249,100,127,100,109,100,100,100,100,100,100,100,100
249,100,127,101,109,100,100,100,100,100,100,100,100
249,100,127,173,109,164,164,164,164,164,164,100,164
249,100,127,250,109,241,241,241,241,241,241,100,241
249,100,128,100,110,100,100,100,100,100,100,100,100
249,100,128,101,110,100,100,100,100,100,100,100,100
249,100,128,173,110,164,164,164,164,164,164,100,164
249,100,128,250,110,241,241,241,241,241,241,100,241
249,140,1,100,0,100,100,100,100,100,100,132,100
249,140,1,101,0,100,100,100,100,100,100,132,100
249,140,1,173,0,165,165,165,165,165,165,132,165
249,140,1,250,0,242,242,242,242,242,242,132,242
249,140,8,100,0,100,100,100,100,100,100,132,100
249,140,8,101,0,100,100,100,100,100,100,132,100
249,140,8,173,0,165,165,165,165,165,165,132,165
249,140,8,250,0,242,242,242,242,242,242,132,242
249,140,16,100,0,100,100,100,100,100,100,132,100
249,140,16,101,0,100,100,100,100,100,100,132,100
249,140,16,173,0,165,165,165,165,165,165,132,165
249,140,16,250,0,242,242,242,242,242,242,132,242
249,140,64,100,48,100,100,100,100,100,100,132,100
249,140,64,101,48,100,100,100,100,100,100,132,100
249,140,64,173,48,165,165,165,165,165,165,132,165
249,140,64,250,48,242,242,242,242,242,242,132,242
249,140,127,100,111,100,100,100,100,100,100,132,100
249,140,127,101,111,100,100,100,100,100,100,132,100
249,140,127,173,111,165,165,165,165,165,165,132,165
249,140,127,250,111,242,242,242,242,242,242,132,242
249,140,128,100,112,100,100,100,100,100,100,132,100
249,140,128,101,112,100,100,100,100,100,100,132,100
249,140,128,173,112,165,165,165,165,165,165,132,165
249,140,128,250,112,242,242,242,242,242,242,132,242
249,170,1,100,0,100,100,100,100,100,100,163,100
249,170,1,101,0,100,100,100,100,100,100,163,100
249,170,1,173,0,166,166,166,166,166,166,163,166
249,170,1,250,0,243,243,243,243,243,243,163,243
249,170,8,100,0,100,100,100,100,100,100,163,100
249,170,8,101,0,100,100,100,100,100,100,163,100
249,170,8,173,0,166,166,166,166,166,166,163,166
249,170,8,250,0,243,243,243,243,243,243,163,243
249,170,16,100,2,100,100,100,100,100,100,163,100
249,170,16,101,2,100,100,100,100,100,100,163,100
249,170,16,173,2,166,166,166,166,166,166,163,166
249,170,16,250,2,243,243,243,243,243,243,163,243
249,170,64,100,50,100,100,100,100,100,100,163,100
249,170,64,101,50,100,100,100,100,100,100,163,100
249,170,64,173,50,166,166,166,166,166,166,163,166
249,170,64,250,50,243,243,243,243,243,243,163,243
249,170,127,100,113,100,100,100,100,100,100,163,100
249,170,127,101,113,100,100,100,100,100,100,163,100
249,170,127,173,113,166,166,166,166,166,166,163,166
249,170,127,250,113,243,243,243,243,243,243,163,243
249,170,128,100,114,100,100,100,100,100,100,163,100
249,170,128,101,114,100,100,100,100,100,100,163,100
249,170,128,173,114,166,166,166,166,166,166,163,166
249,170,128,250,114,243,243,243,243,243,243,163,243
249,200,1,100,0,100,100,100,100,100,100,194,100
249,200,1,101,0,100,100,100,100,100,100,194,100
249,200,1,173,0,167,167,167,167,167,167,194,167
249,200,1,250,0,244,244,244,244,244,244,194,244
249,200,8,100,0,100,100,100,100,100,100,194,100
249,200,8,101,0,100,100,100,100,100,100,194,100
249,200,8,173,0,167,167,167,167,167,167,194,167
249,200,8,250,0,244,244,244,244,244,244,194,244
249,200,16,100,4,100,100,100,100,100,100,194,100
249,200,16,101,4,100,100,100,100,100,100,194,100
249,200,16,173,4,167,167,167,167,167,167,194,167
249,200,16,250,4,244,244,244,244,244,244,194,244
249,200,64,100,52,100,100,100,100,100,100,194,100
249,200,64,101,52,100,100,100,100,100,100,194,100
249,200,64,173,52,167,167,167,167,167,167,194,167
249,200,64,250,52,244,244,244,244,244,244,194,244
249,200,127,100,115,100,100,100,100,100,100,194,100
249,200,127,101,115,100,100,100,100,100,100,194,100
249,200,127,173,115,167,167,167,167,167,167,194,167
249,200,127,250,115,244,244,244,244,244,244,194,244
249,200,128,100,116,100,100,100,100,100,100,194,100
249,200,128,101,116,100,100,100,100,100,100,194,100
249,200,128,173,116,167,167,167,167,167,167,194,167
249,200,128,250,116,244,244,244,244,244,244,194,244
249,204,1,100,0,100,100,100,100,100,100,198,100
249,204,1,101,0,100,100,100,100,100,100,198,100
249,204,1,173,0,167,167,167,167,167,167,198,167
249,204,1,250,0,244,244,244,244,244,244,198,244
249,204,8,100,0,100,100,100,100,100,100,198,100
249,204,8,101,0,100,100,100,100,100,100,198,100
249,204,8,173,0,167,167,167,167,167,167,198,167
249,204,8,250,0,244,244,244,244,244,244,198,244
249,204,16,100,4,100,100,100,100,100,100,198,100
249,204,16,101,4,100,100,100,100,100,100,198,100
249,204,16,173,4,167,167,167,167,167,167,198,167
249,204,16,250,4,244,244,244,244,244,244,198,244
249,204,64,100,52,100,100,100,100,100,100,198,100
249,204,64,101,52,100,100,100,100,100,100,198,100
249,204,64,173,52,167,167,167,167,167,167,198,167
249,204,64,250,52,244,244,244,244,244,244,198,244
249,204,127,100,115,100,100,100,100,100,100,198,100
249,204,127,101,115,100,100,100,100,100,100,198,100
249,204,127,173,115,167,167,167,167,167,167,198,167
249,204,127,250,115,244,244,244,244,244,244,198,244
249,204,128,100,116,100,100,100,100,100,100,198,100
249,204,128,101,116,100,100,100,100,100,100,198,100
249,204,128,173,116,167,167,167,167,167,167,198,167
249,204,128,250,116,244,244,244,244,244,244,198,244
249,205,1,100,0,100,100,100,100,100,100,199,100
249,205,1,101,0,100,100,100,100,100,100,199,100
249,205,1,173,0,167,167,167,167,167,167,199,167
249,205,1,250,0,244,244,244,244,244,244,199,244
249,205,8,100,0,100,100,100,100,100,100,199,100
249,205,8,101,0,100,100,100,100,100,100,199,100
249,205,8,173,0,167,167,167,167,167,167,199,167
249,205,8,250,0,244,244,244,244,244,244,199,244
249,205,16,100,4,100,100,100,100,100,100,199,100
249,205,16,101,4,100,100,100,100,100,100,199,100
249,205,16,173,4,167,167,167,167,167,167,199,167
249,205,16,250,4,244,244,244,244,244,244,199,244
249,205,64,100,52,100,100,100,100,100,100,199,100
249,205,64,101,52,100,100,100,100,100,100,199,100
249,205,64,173,52,167,167,167,167,167,167,199,167
249,205,64,250,52,244,244,244,244,244,244,199,244
249,205,127,100,115,100,100,100,100,100,100,199,100
249,205,127,101,115,100,100,100,100,100,100,199,100
249,205,127,173,115,167,167,167,167,167,167,199,167
249,205,127,250,115,244,244,244,244,244,244,199,244
249,205,128,100,116,100,100,100,100,100,100,199,100
249,205,128,101,116,100,100,100,100,100,100,199,100
249,205,128,173,116,167,167,167,167,167,167,199,167
249,205,128,250,116,244,244,244,244,244,244,199,244
249,249,1,100,0,100,100,100,100,100,100,245,100
249,249,1,101,0,100,100,100,100,100,100,245,100
249,249,1,173,0,169,169,169,169,169,169,245,169
249,249,1,250,0,246,246,246,246,246,246,245,246
249,249,8,100,0,100,100,100,100,100,100,245,100
249,249,8,101,0,100,100,100,100,100,100,245,100
249,249,8,173,0,169,169,169,169,169,169,245,169
249,249,8,250,0,246,246,246,246,246,246,245,246
249,249,16,100,7,100,100,100,100,100,100,245,100
249,249,16,101,7,100,100,100,100,100,100,245,100
249,249,16,173,7,169,169,169,169,169,169,245,169
249,249,16,250,7,246,246,246,246,246,246,245,246
249,249,64,100,55,100,100,100,100,100,100,245,100
249,249,64,101,55,100,100,100,100,100,100,245,100
249,249,64,173,55,169,169,169,169,169,169,245,169
249,249,64,250,55,246,246,246,246,246,246,245,246
249,249,127,100,118,100,100,100,100,100,100,245,100
249,249,127,101,118,100,100,100,100,100,100,245,100
249,249,127,173,118,169,169,169,169,169,169,245,169
249,249,127,250,118,246,246,246,246,246,246,245,246
249,249,128,100,119,100,100,100,100,100,100,245,100
249,249,128,101,119,100,100,100,100,100,100,245,100
249,249,128,173,119,169,169,169,169,169,169,245,169
249,249,128,250,119,246,246,246,246,246,246,245,246
249,250,1,100,0,100,100,100,100,100,100,246,100
249,250,1,101,0,100,100,100,100,100,100,246,100
249,250,1,173,0,169,169,169,169,169,169,246,169
249,250,1,250,0,246,246,246,246,246,246,246,246
249,250,8,100,0,100,100,100,100,100,100,246,100
249,250,8,101,0,100,100,100,100,100,100,246,100
249,250,8,173,0,169,169,169,169,169,169,246,169
249,250,8,250,0,246,246,246,246,246,246,246,246
249,250,16,100,7,100,100,100,100,100,100,246,100
249,250,16,101,7,100,100,100,100,100,100,246,100
249,250,16,173,7,169,169,169,169,169,169,246,169
249,250,16,250,7,246,246,246,246,246,246,246,246
249,250,64,100,55,100,100,100,100,100,100,246,100
249,250,64,101,55,100,100,100,100,100,100,246,100
249,250,64,173,55,169,169,169,169,169,169,246,169
249,250,64,250,55,246,246,246,246,246,246,246,246
249,250,127,100,118,100,100,100,100,100,100,246,100
249,250,127,101,118,100,100,100,100,100,100,246,100
249,250,127,173,118,169,169,169,169,169,169,246,169
249,250,127,250,118,246,246,246,246,246,246,246,246
249,250,128,100,119,100,100,100,100,100,100,246,100
249,250,128,101,119,100,100,100,100,100,100,246,100
249,250,128,173,119,169,169,169,169,169,169,246,169
249,250,128,250,119,246,246,246,246,246,246,246,246
250,100,1,100,0,100,100,100,100,100,100,100,100
250,100,1,101,0,100,100,100,100,100,100,100,100
250,100,1,173,0,164,164,164,164,164,164,100,164
250,100,1,250,0,241,241,241,241,241,241,100,241
250,100,8,100,0,100,100,100,100,100,100,100,100
250,100,8,101,0,100,100,100,100,100,100,100,100
250,100,8,173,0,164,164,164,164,164,164,100,164
250,100,8,250,0,241,241,241,241,241,241,100,241
250,100,16,100,0,100,100,100,100,100,100,100,100
250,100,16,101,0,100,100,100,100,100,100,100,100
250,100,16,173,0,164,164,164,164,164,164,100,164
250,100,16,250,0,241,241,241,241,241,241,100,241
250,100,64,100,46,100,100,100,100,100,100,100,100
250,100,64,101,46,100,100,100,100,100,100,100,100
250,100,64,173,46,164,164,164,164,164,164,100,164
250,100,64,250,46,241,241,241,241,241,241,100,241
250,100,127,100,109,100,100,100,100,100,100,100,100
250,100,127,101,109,100,100,100,100,100,100,100,100
250,100,127,173,109,164,164,164,164,164,164,100,164
250,100,127,250,109,241,241,241,241,241,241,100,241
250,100,128,100,110,100,100,100,100,100,100,100,100
250,100,128,101,110,100,100,100,100,100,100,100,100
250,100,128,173,110,164,164,164,164,164,164,100,164
250,100,128,250,110,241,241,241,241,241,241,100,241
250,140,1,100,0,100,100,100,100,100,100,132,100
250,140,1,101,0,100,100,100,100,100,100,132,100
250,140,1,173,0,165,165,165,165,165,165,132,165
250,140,1,250,0,242,242,242,242,242,242,132,242
250,140,8,100,0,100,100,100,100,100,100,132,100
250,140,8,101,0,100,100,100,100,100,100,132,100
250,140,8,173,0,165,165,165,165,165,165,132,165
250,140,8,250,0,242,242,242,242,242,242,132,242
250,140,16,100,0,100,100,100,100,100,100,132,100
250,140,16,101,0,100,100,100,100,100,100,132,100
250,140,16,173,0,165,165,165,165,165,165,132,165
250,140,16,250,0,242,242,242,242,242,242,132,242
250,140,64,100,48,100,100,100,100,100,100,132,100
250,140,64,101,48,100,100,100,100,100,100,132,100
250,140,64,173,48,165,165,165,165,165,165,132,165
250,140,64,250,48,242,242,242,242,242,242,132,242
250,140,127,100,111,100,100,100,100,100,100,132,100
250,140,127,101,111,100,100,100,100,100,100,132,100
250,140,127,173,111,165,165,165,165,165,165,132,165
250,140,127,250,111,242,242,242,242,242,242,132,242
250,140,128,100,112,100,100,100,100,100,100,132,100
250,140,128,101,112,100,100,100,100,100,100,132,100
250,140,128,173,112,165,165,165,165,165,165,132,165
250,140,128,250,112,242,242,242,242,242,242,132,242
250,170,1,100,0,100,100,100,100,100,100,163,100
250,170,1,101,0,100,100,100,100,100,100,163,100
250,170,1,173,0,166,166,166,166,166,166,163,166
250,170,1,250,0,243,243,243,243,243,243,163,243
250,170,8,100,0,100,100,100,100,100,100,163,100
250,170,8,101,0,100,100,100,100,100,100,163,100
250,170,8,173,0,166,166,166,166,166,166,163,166
250,170,8,250,0,243,243,243,243,243,243,163,243
250,170,16,100,2,100,100,100,100,100,100,163,100
250,170,16,101,2,100,100,100,100,100,100,163,100
250,170,16,173,2,166,166,166,166,166,166,163,166
250,170,16,250,2,243,243,243,243,243,243,163,243
250,170,64,100,50,100,100,100,100,100,100,163,100
250,170,64,101,50,100,100,100,100,100,100,163,100
250,170,64,173,50,166,166,166,166,166,166,163,166
250,170,64,250,50,243,243,243,243,243,243,163,243
250,170,127,100,113,100,100,100,100,100,100,163,100
250,170,127,101,113,100,100,100,100,100,100,163,100
250,170,127,173,113,166,166,166,166,166,166,163,166
250,170,127,250,113,243,243,243,243,243,243,163,243
250,170,128,100,114,100,100,100,100,100,100,163,100
250,170,128,101,114,100,100,100,100,100,100,163,100
250,170,128,173,114,166,166,166,166,166,166,163,166
250,170,128,250,114,243,243,243,243,243,243,163,243
250,200,1,100,0,100,100,100,100,100,100,194,100
250,200,1,101,0,100,100,100,100,100,100,194,100
250,200,1,173,0,167,167,167,167,167,167,194,167
250,200,1,250,0,244,244,244,244,244,244,194,244
250,200,8,100,0,100,100,100,100,100,100,194,100
250,200,8,101,0,100,100,100,100,100,100,194,100
250,200,8,173,0,167,167,167,167,167,167,194,167
250,200,8,250,0,244,244,244,244,244,244,194,244
250,200,16,100,4,100,100,100,100,100,100,194,100
250,200,16,101,4,100,100,100,100,100,100,194,100
250,200,16,173,4,167,167,167,167,167,167,194,167
250,200,16,250,4,244,244,244,244,244,244,194,244
250,200,64,100,52,100,100,100,100,100,100,194,100
250,200,64,101,52,100,100,100,100,100,100,194,100
250,200,64,173,52,167,167,167,167,167,167,194,167
250,200,64,250,52,244,244,244,244,244,244,194,244
250,200,127,100,115,100,100,100,100,100,100,194,100
250,200,127,101,115,100,100,100,100,100,100,194,100
250,200,127,173,115,167,167,167,167,167,167,194,167
250,200,127,250,115,244,244,244,244,244,244,194,244
250,200,128,100,116,100,100,100,100,100,100,194,100
250,200,128,101,116,100,100,100,100,100,100,194,100
250,200,128,173,116,167,167,167,167,167,167,194,167
250,200,128,250,116,244,244,244,244,244,244,194,244
250,204,1,100,0,100,100,100,100,100,100,198,100
250,204,1,101,0,100,100,100,100,100,100,198,100
250,204,1,173,0,167,167,167,167,167,167,198,167
250,204,1,250,0,244,244,244,244,244,244,198,244
250,204,8,100,0,100,100,100,100,100,100,198,100
250,204,8,101,0,100,100,100,100,100,100,198,100
250,204,8,173,0,167,167,167,167,167,167,198,167
250,204,8,250,0,244,244,244,244,244,244,198,244
250,204,16,100,4,100,100,100,100,100,100,198,100
250,204,16,101,4,100,100,100,100,100,100,198,100
250,204,16,173,4,167,167,167,167,167,167,198,167
250,204,16,250,4,244,244,244,244,244,244,198,244
250,204,64,100,52,100,100,100,100,100,100,198,100
250,204,64,101,52,100,100,100,100,100,100,198,100
250,204,64,173,52,167,167,167,167,167,167,198,167
250,204,64,250,52,244,244,244,244,244,244,198,244
250,204,127,100,115,100,100,100,100,100,100,198,100
250,204,127,101,115,100,100,100,100,100,100,198,100
250,204,127,173,115,167,167,167,167,167,167,198,167
250,204,127,250,115,244,244,244,244,244,244,198,244
250,204,128,100,116,100,100,100,100,100,100,198,100
250,204,128,101,116,100,100,100,100,100,100,198,100
250,204,128,173,116,167,167,167,167,167,167,198,167
250,204,128,250,116,244,244,244,244,244,244,198,244
250,205,1,100,0,100,100,100,100,100,100,199,100
250,205,1,101,0,100,100,100,100,100,100,199,100
250,205,1,173,0,167,167,167,167,167,167,199,167
250,205,1,250,0,244,244,244,244,244,244,199,244
250,205,8,100,0,100,100,100,100,100,100,199,100
250,205,8,101,0,100,100,100,100,100,100,199,100
250,205,8,173,0,167,167,167,167,167,167,199,167
250,205,8,250,0,244,244,244,244,244,244,199,244
250,205,16,100,4,100,100,100,100,100,100,199,100
250,205,16,101,4,100,100,100,100,100,100,199,100
250,205,16,173,4,167,167,167,167,167,167,199,167
250,205,16,250,4,244,244,244,244,244,244,199,244
250,205,64,100,52,100,100,100,100,100,100,199,100
250,205,64,101,52,100,100,100,100,100,100,199,100
250,205,64,173,52,167,167,167,167,167,167,199,167
250,205,64,250,52,244,244,244,244,244,244,199,244
250,205,127,100,115,100,100,100,100,100,100,199,100
250,205,127,101,115,100,100,100,100,100,100,199,100
250,205,127,173,115,167,167,167,167,167,167,199,167
250,205,127,250,115,244,244,244,244,244,244,199,244
250,205,128,100,116,100,100,100,100,100,100,199,100
250,205,128,101,116,100,100,100,100,100,100,199,100
250,205,128,173,116,167,167,167,167,167,167,199,167
250,205,128,250,116,244,244,244,244,244,244,199,244
250,249,1,100,0,100,100,100,100,100,100,245,100
250,249,1,101,0,100,100,100,100,100,100,245,100
250,249,1,173,0,169,169,169,169,169,169,245,169
250,249,1,250,0,246,246,246,246,246,246,245,246
250,249,8,100,0,100,100,100,100,100,100,245,100
250,249,8,101,0,100,100,100,100,100,100,245,100
250,249,8,173,0,169,169,169,169,169,169,245,169
250,249,8,250,0,246,246,246,246,246,246,245,246
250,249,16,100,7,100,100,100,100,100,100,245,100
250,249,16,101,7,100,100,100,100,100,100,245,100
250,249,16,173,7,169,169,169,169,169,169,245,169
250,249,16,250,7,246,246,246,246,246,246,245,246
250,249,64,100,55,100,100,100,100,100,100,245,100
250,249,64,101,55,100,100,100,100,100,100,245,100
250,249,64,173,55,169,169,169,169,169,169,245,169
250,249,64,250,55,246,246,246,246,246,246,245,246
250,249,127,100,118,100,100,100,100,100,100,245,100
250,249,127,101,118,100,100,100,100,100,100,245,100
250,249,127,173,118,169,169,169,169,169,169,245,169
250,249,127,250,118,246,246,246,246,246,246,245,246
250,249,128,100,119,100,100,100,100,100,100,245,100
250,249,128,101,119,100,100,100,100,100,100,245,100
250,249,128,173,119,169,169,169,169,169,169,245,169
250,249,128,250,119,246,246,246,246,246,246,245,246
250,250,1,100,0,100,100,100,100,100,100,246,100
250,250,1,101,0,100,100,100,100,100,100,246,100
250,250,1,173,0,169,169,169,169,169,169,246,169
250,250,1,250,0,246,246,246,246,246,246,246,246
250,250,8,100,0,100,100,100,100,100,100,246,100
250,250,8,101,0,100,100,100,100,100,100,246,100
250,250,8,173,0,169,169,169,169,169,169,246,169
250,250,8,250,0,246,246,246,246,246,246,246,246
250,250,16,100,7,100,100,100,100,100,100,246,100
250,250,16,101,7,100,100,100,100,100,100,246,100
250,250,16,173,7,169,169,169,169,169,169,246,169
250,250,16,250,7,246,246,246,246,246,246,246,246
250,250,64,100,55,100,100,100,100,100,100,246,100
250,250,64,101,55,100,100,100,100,100,100,246,100
250,250,64,173,55,169,169,169,169,169,169,246,169
250,250,64,250,55,246,246,246,246,246,246,246,246
250,250,127,100,118,100,100,100,100,100,100,246,100
250,250,127,101,118,100,100,100,100,100,100,246,100
250,250,127,173,118,169,169,169,169,169,169,246,169
250,250,127,250,118,246,246,246,246,246,246,246,246
250,250,128,100,119,100,100,100,100,100,100,246,100
250,250,128,101,119,100,100,100,100,100,100,246,100
250,250,128,173,119,169,169,169,169,169,169,246,169
250,250,128,250,119,246,246,246,246,246,246,246,246
