dx,dz,distance,instructions
43,22,49,14
43,23,49,14
43,24,49,14
43,25,49,14
43,26,50,14
43,27,50,14
43,28,50,14
43,29,54,12
43,30,55,12
43,31,55,12
43,32,55,12
43,33,55,12
43,34,56,12
43,35,56,12
43,36,57,12
43,37,57,12
43,38,58,12
43,39,58,12
43,40,58,12
43,41,58,12
43,42,59,12
43,43,59,12
43,44,60,13
43,45,61,13
43,46,62,13
43,47,63,13
43,48,64,13
43,49,65,13
43,50,66,13
43,51,67,13
43,52,68,13
43,53,69,13
43,54,70,13
43,55,71,13
43,56,72,13
43,57,73,13
43,58,74,13
43,59,75,13
43,60,76,13
43,61,77,13
43,62,78,13
43,63,79,13
43,64,80,13
43,96,107,15
43,100,111,15
43,127,138,15
43,128,139,15
43,160,166,18
43,192,198,18
43,255,261,18
43,256,262,18
43,320,326,18
43,512,518,18
43,576,582,18
43,640,646,18
43,1024,1030,18
43,1120,1126,18
43,1152,1158,18
44,0,44,17
44,1,44,17
44,2,45,17
44,3,45,17
44,4,45,17
44,5,45,17
44,6,46,17
44,7,46,17
44,8,45,17
44,9,45,17
44,10,46,17
44,11,46,17
44,12,46,17
44,13,47,14
44,14,48,14
44,15,48,14
44,16,48,14
44,17,48,14
44,18,49,14
44,19,49,14
44,20,49,14
44,21,49,14
44,22,50,14
44,23,50,14
44,24,50,14
44,25,50,14
44,26,51,14
44,27,51,14
44,28,51,14
44,29,51,14
44,30,56,12
44,31,56,12
44,32,56,12
44,33,56,12
44,34,57,12
44,35,57,12
44,36,58,12
44,37,58,12
44,38,59,12
44,39,59,12
44,40,59,12
44,41,59,12
44,42,60,12
44,43,60,12
44,44,61,12
44,45,62,13
44,46,63,13
44,47,64,13
44,48,65,13
44,49,66,13
44,50,67,13
44,51,68,13
44,52,69,13
44,53,70,13
44,54,71,13
44,55,72,13
44,56,73,13
44,57,74,13
44,58,75,13
44,59,76,13
44,60,77,13
44,61,78,13
44,62,79,13
44,63,80,13
44,64,81,13
44,96,107,15
44,100,111,15
44,127,138,15
44,128,139,15
44,160,166,18
44,192,198,18
44,255,261,18
44,256,262,18
44,320,326,18
44,512,518,18
44,576,582,18
44,640,646,18
44,1024,1030,18
44,1120,1126,18
44,1152,1158,18
45,0,45,17
45,1,45,17
45,2,46,17
45,3,46,17
45,4,46,17
45,5,46,17
45,6,47,17
45,7,47,17
45,8,46,17
45,9,46,17
45,10,47,17
45,11,47,17
45,12,47,17
45,13,48,14
45,14,49,14
45,15,49,14
45,16,49,14
45,17,49,14
45,18,50,14
45,19,50,14
45,20,50,14
45,21,50,14
45,22,51,14
45,23,51,14
45,24,51,14
45,25,51,14
45,26,52,14
45,27,52,14
45,28,52,14
45,29,52,14
45,30,53,14
45,31,57,12
45,32,57,12
45,33,57,12
45,34,58,12
45,35,58,12
45,36,59,12
45,37,59,12
45,38,60,12
45,39,60,12
45,40,60,12
45,41,60,12
45,42,61,12
45,43,61,12
45,44,62,12
45,45,62,12
45,46,63,13
45,47,64,13
45,48,65,13
45,49,66,13
45,50,67,13
45,51,68,13
45,52,69,13
45,53,70,13
45,54,71,13
45,55,72,13
45,56,73,13
45,57,74,13
45,58,75,13
45,59,76,13
45,60,77,13
45,61,78,13
45,62,79,13
45,63,80,13
45,64,81,13
45,96,107,15
45,100,111,15
45,127,138,15
45,128,139,15
45,160,166,18
45,192,198,18
45,255,261,18
45,256,262,18
45,320,326,18
45,512,518,18
45,576,582,18
45,640,646,18
45,1024,1030,18
45,1120,1126,18
45,1152,1158,18
46,0,46,17
46,1,46,17
46,2,47,17
46,3,47,17
46,4,47,17
46,5,47,17
46,6,48,17
46,7,48,17
46,8,47,17
46,9,47,17
46,10,48,17
46,11,48,17
46,12,48,17
46,13,48,17
46,14,50,14
46,15,50,14
46,16,50,14
46,17,50,14
46,18,51,14
46,19,51,14
46,20,51,14
46,21,51,14
46,22,52,14
46,23,52,14
46,24,52,14
46,25,52,14
46,26,53,14
46,27,53,14
46,28,53,14
46,29,53,14
46,30,54,14
46,31,58,12
46,32,58,12
46,33,58,12
46,34,59,12
46,35,59,12
46,36,60,12
46,37,60,12
46,38,61,12
46,39,61,12
46,40,61,12
46,41,61,12
46,42,62,12
46,43,62,12
46,44,63,12
46,45,63,12
46,46,64,12
46,47,65,13
46,48,66,13
46,49,67,13
46,50,68,13
46,51,69,13
46,52,70,13
46,53,71,13
46,54,72,13
46,55,73,13
46,56,74,13
46,57,75,13
46,58,76,13
46,59,77,13
46,60,78,13
46,61,79,13
46,62,80,13
46,63,81,13
46,64,82,13
46,96,108,15
46,100,112,15
46,127,139,15
46,128,140,15
46,160,172,15
46,192,199,18
46,255,262,18
46,256,263,18
46,320,327,18
46,512,519,18
46,576,583,18
46,640,647,18
46,1024,1031,18
46,1120,1127,18
46,1152,1159,18
47,0,47,17
47,1,47,17
47,2,48,17
47,3,48,17
47,4,48,17
47,5,48,17
47,6,49,17
47,7,49,17
47,8,48,17
47,9,48,17
47,10,49,17
47,11,49,17
47,12,49,17
47,13,49,17
47,14,51,14
47,15,51,14
47,16,51,14
47,17,51,14
47,18,52,14
47,19,52,14
47,20,52,14
47,21,52,14
47,22,53,14
47,23,53,14
47,24,53,14
47,25,53,14
47,26,54,14
47,27,54,14
47,28,54,14
47,29,54,14
47,30,55,14
47,31,55,14
47,32,59,12
47,33,59,12
47,34,60,12
47,35,60,12
47,36,61,12
47,37,61,12
47,38,62,12
47,39,62,12
47,40,62,12
47,41,62,12
47,42,63,12
47,43,63,12
47,44,64,12
47,45,64,12
47,46,65,12
47,47,65,12
47,48,66,13
47,49,67,13
47,50,68,13
47,51,69,13
47,52,70,13
47,53,71,13
47,54,72,13
47,55,73,13
47,56,74,13
47,57,75,13
47,58,76,13
47,59,77,13
47,60,78,13
47,61,79,13
47,62,80,13
47,63,81,13
47,64,82,13
47,96,108,15
47,100,112,15
47,127,139,15
47,128,140,15
47,160,172,15
47,192,199,18
47,255,262,18
47,256,263,18
47,320,327,18
47,512,519,18
47,576,583,18
47,640,647,18
47,1024,1031,18
47,1120,1127,18
47,1152,1159,18
48,0,48,17
48,1,48,17
48,2,49,17
48,3,49,17
48,4,49,17
48,5,49,17
48,6,50,17
48,7,50,17
48,8,49,17
48,9,49,17
48,10,50,17
48,11,50,17
48,12,50,17
48,13,50,17
48,14,52,14
48,15,52,14
48,16,52,14
48,17,52,14
48,18,53,14
48,19,53,14
48,20,53,14
48,21,53,14
48,22,54,14
48,23,54,14
48,24,54,14
48,25,54,14
48,26,55,14
48,27,55,14
48,28,55,14
48,29,55,14
48,30,56,14
48,31,56,14
48,32,56,14
48,33,60,12
48,34,61,12
48,35,61,12
48,36,62,12
48,37,62,12
48,38,63,12
48,39,63,12
48,40,63,12
48,41,63,12
48,42,64,12
48,43,64,12
48,44,65,12
48,45,65,12
48,46,66,12
48,47,66,12
48,48,66,12
48,49,67,13
48,50,68,13
48,51,69,13
48,52,70,13
48,53,71,13
48,54,72,13
48,55,73,13
48,56,74,13
48,57,75,13
48,58,76,13
48,59,77,13
48,60,78,13
48,61,79,13
48,62,80,13
48,63,81,13
48,64,82,13
48,96,108,15
48,100,112,15
48,127,139,15
48,128,140,15
48,160,172,15
48,192,198,18
48,255,261,18
48,256,262,18
48,320,326,18
48,512,518,18
48,576,582,18
48,640,646,18
48,1024,1030,18
48,1120,1126,18
48,1152,1158,18
49,0,49,17
49,1,49,17
49,2,50,17
49,3,50,17
49,4,50,17
49,5,50,17
49,6,51,17
49,7,51,17
49,8,50,17
49,9,50,17
49,10,51,17
49,11,51,17
49,12,51,17
49,13,51,17
49,14,52,17
49,15,53,14
49,16,53,14
49,17,53,14
49,18,54,14
49,19,54,14
49,20,54,14
49,21,54,14
49,22,55,14
49,23,55,14
49,24,55,14
49,25,55,14
49,26,56,14
49,27,56,14
49,28,56,14
49,29,56,14
49,30,57,14
49,31,57,14
49,32,57,14
49,33,61,12
49,34,62,12
49,35,62,12
49,36,63,12
49,37,63,12
49,38,64,12
49,39,64,12
49,40,64,12
49,41,64,12
49,42,65,12
49,43,65,12
49,44,66,12
49,45,66,12
49,46,67,12
49,47,67,12
49,48,67,12
49,49,67,12
49,50,68,13
49,51,69,13
49,52,70,13
49,53,71,13
49,54,72,13
49,55,73,13
49,56,74,13
49,57,75,13
49,58,76,13
49,59,77,13
49,60,78,13
49,61,79,13
49,62,80,13
49,63,81,13
49,64,82,13
49,96,108,15
49,100,112,15
49,127,139,15
49,128,140,15
49,160,172,15
49,192,198,18
49,255,261,18
49,256,262,18
49,320,326,18
49,512,518,18
49,576,582,18
49,640,646,18
49,1024,1030,18
49,1120,1126,18
49,1152,1158,18
50,0,50,17
50,1,50,17
50,2,51,17
50,3,51,17
50,4,51,17
50,5,51,17
50,6,52,17
50,7,52,17
50,8,51,17
50,9,51,17
50,10,52,17
50,11,52,17
50,12,52,17
50,13,52,17
50,14,53,17
50,15,54,14
50,16,54,14
50,17,54,14
50,18,55,14
50,19,55,14
50,20,55,14
50,21,55,14
50,22,56,14
50,23,56,14
50,24,56,14
50,25,56,14
50,26,57,14
50,27,57,14
50,28,57,14
50,29,57,14
50,30,58,14
50,31,58,14
50,32,58,14
50,33,58,14
50,34,63,12
50,35,63,12
50,36,64,12
50,37,64,12
50,38,65,12
50,39,65,12
50,40,65,12
50,41,65,12
50,42,66,12
50,43,66,12
50,44,67,12
50,45,67,12
50,46,68,12
50,47,68,12
50,48,68,12
50,49,68,12
50,50,69,12
50,51,70,13
50,52,71,13
50,53,72,13
50,54,73,13
50,55,74,13
50,56,75,13
50,57,76,13
50,58,77,13
50,59,78,13
50,60,79,13
50,61,80,13
50,62,81,13
50,63,82,13
50,64,83,13
50,96,109,15
50,100,113,15
50,127,140,15
50,128,141,15
50,160,173,15
50,192,199,18
50,255,262,18
50,256,263,18
50,320,327,18
50,512,519,18
50,576,583,18
50,640,647,18
50,1024,1031,18
50,1120,1127,18
50,1152,1159,18
51,0,51,17
51,1,51,17
51,2,52,17
51,3,52,17
51,4,52,17
51,5,52,17
51,6,53,17
51,7,53,17
51,8,52,17
51,9,52,17
51,10,53,17
51,11,53,17
51,12,53,17
51,13,53,17
51,14,54,17
51,15,55,14
51,16,55,14
51,17,55,14
51,18,56,14
51,19,56,14
51,20,56,14
51,21,56,14
51,22,57,14
51,23,57,14
51,24,57,14
51,25,57,14
51,26,58,14
51,27,58,14
51,28,58,14
51,29,58,14
51,30,59,14
51,31,59,14
51,32,59,14
51,33,59,14
51,34,60,14
51,35,64,12
51,36,65,12
51,37,65,12
51,38,66,12
51,39,66,12
51,40,66,12
51,41,66,12
51,42,67,12
51,43,67,12
51,44,68,12
51,45,68,12
51,46,69,12
51,47,69,12
51,48,69,12
51,49,69,12
51,50,70,12
51,51,70,12
51,52,71,13
51,53,72,13
51,54,73,13
51,55,74,13
51,56,75,13
51,57,76,13
51,58,77,13
51,59,78,13
51,60,79,13
51,61,80,13
51,62,81,13
51,63,82,13
51,64,83,13
51,96,109,15
51,100,113,15
51,127,140,15
51,128,141,15
51,160,173,15
51,192,199,18
51,255,262,18
51,256,263,18
51,320,327,18
51,512,519,18
51,576,583,18
51,640,647,18
51,1024,1031,18
51,1120,1127,18
51,1152,1159,18
52,0,52,17
52,1,52,17
52,2,53,17
52,3,53,17
52,4,53,17
52,5,53,17
52,6,54,17
52,7,54,17
52,8,53,17
52,9,53,17
52,10,54,17
52,11,54,17
52,12,54,17
52,13,54,17
52,14,55,17
52,15,56,14
52,16,56,14
52,17,56,14
52,18,57,14
52,19,57,14
52,20,57,14
52,21,57,14
52,22,58,14
52,23,58,14
52,24,58,14
52,25,58,14
52,26,59,14
52,27,59,14
52,28,59,14
52,29,59,14
52,30,60,14
52,31,60,14
52,32,60,14
52,33,60,14
52,34,61,14
52,35,65,12
52,36,66,12
52,37,66,12
52,38,67,12
52,39,67,12
52,40,67,12
52,41,67,12
52,42,68,12
52,43,68,12
52,44,69,12
52,45,69,12
52,46,70,12
52,47,70,12
52,48,70,12
52,49,70,12
52,50,71,12
52,51,71,12
52,52,72,12
52,53,73,13
52,54,74,13
52,55,75,13
52,56,76,13
52,57,77,13
52,58,78,13
52,59,79,13
52,60,80,13
52,61,81,13
52,62,82,13
52,63,83,13
52,64,84,13
52,96,109,15
52,100,113,15
52,127,140,15
52,128,141,15
52,160,173,15
52,192,199,18
52,255,262,18
52,256,263,18
52,320,327,18
52,512,519,18
52,576,583,18
52,640,647,18
52,1024,1031,18
52,1120,1127,18
52,1152,1159,18
53,0,53,17
53,1,53,17
53,2,54,17
53,3,54,17
53,4,54,17
53,5,54,17
53,6,55,17
53,7,55,17
53,8,54,17
53,9,54,17
53,10,55,17
53,11,55,17
53,12,55,17
53,13,55,17
53,14,56,17
53,15,56,17
53,16,57,14
53,17,57,14
53,18,58,14
53,19,58,14
53,20,58,14
53,21,58,14
53,22,59,14
53,23,59,14
53,24,59,14
53,25,59,14
53,26,60,14
53,27,60,14
53,28,60,14
53,29,60,14
53,30,61,14
53,31,61,14
53,32,61,14
53,33,61,14
53,34,62,14
53,35,62,14
53,36,67,12
53,37,67,12
53,38,68,12
53,39,68,12
53,40,68,12
53,41,68,12
53,42,69,12
53,43,69,12
53,44,70,12
53,45,70,12
53,46,71,12
53,47,71,12
53,48,71,12
53,49,71,12
53,50,72,12
53,51,72,12
53,52,73,12
53,53,73,12
53,54,74,13
53,55,75,13
53,56,76,13
53,57,77,13
53,58,78,13
53,59,79,13
53,60,80,13
53,61,81,13
53,62,82,13
53,63,83,13
53,64,84,13
53,96,109,15
53,100,113,15
53,127,140,15
53,128,141,15
53,160,173,15
53,192,199,18
53,255,262,18
53,256,263,18
53,320,327,18
53,512,519,18
53,576,583,18
53,640,647,18
53,1024,1031,18
53,1120,1127,18
53,1152,1159,18
54,0,54,17
54,1,54,17
54,2,55,17
54,3,55,17
54,4,55,17
54,5,55,17
54,6,56,17
54,7,56,17
54,8,55,17
54,9,55,17
54,10,56,17
54,11,56,17
54,12,56,17
54,13,56,17
54,14,57,17
54,15,57,17
54,16,58,14
54,17,58,14
54,18,59,14
54,19,59,14
54,20,59,14
54,21,59,14
54,22,60,14
54,23,60,14
54,24,60,14
54,25,60,14
54,26,61,14
54,27,61,14
54,28,61,14
54,29,61,14
54,30,62,14
54,31,62,14
54,32,62,14
54,33,62,14
54,34,63,14
54,35,63,14
54,36,63,14
54,37,68,12
54,38,69,12
54,39,69,12
54,40,69,12
54,41,69,12
54,42,70,12
54,43,70,12
54,44,71,12
54,45,71,12
54,46,72,12
54,47,72,12
54,48,72,12
54,49,72,12
54,50,73,12
54,51,73,12
54,52,74,12
54,53,74,12
54,54,75,12
54,55,76,13
54,56,77,13
54,57,78,13
54,58,79,13
54,59,80,13
54,60,81,13
54,61,82,13
54,62,83,13
54,63,84,13
54,64,85,13
54,96,110,15
54,100,114,15
54,127,141,15
54,128,142,15
54,160,174,15
54,192,200,18
54,255,263,18
54,256,264,18
54,320,328,18
54,512,520,18
54,576,584,18
54,640,648,18
54,1024,1032,18
54,1120,1128,18
54,1152,1160,18
55,0,55,17
55,1,55,17
55,2,56,17
55,3,56,17
55,4,56,17
55,5,56,17
55,6,57,17
55,7,57,17
55,8,56,17
55,9,56,17
55,10,57,17
55,11,57,17
55,12,57,17
55,13,57,17
55,14,58,17
55,15,58,17
55,16,59,14
55,17,59,14
55,18,60,14
55,19,60,14
55,20,60,14
55,21,60,14
55,22,61,14
55,23,61,14
55,24,61,14
55,25,61,14
55,26,62,14
55,27,62,14
55,28,62,14
55,29,62,14
55,30,63,14
55,31,63,14
55,32,63,14
55,33,63,14
55,34,64,14
55,35,64,14
55,36,64,14
55,37,69,12
55,38,70,12
55,39,70,12
55,40,70,12
55,41,70,12
55,42,71,12
55,43,71,12
55,44,72,12
55,45,72,12
55,46,73,12
55,47,73,12
55,48,73,12
55,49,73,12
55,50,74,12
55,51,74,12
55,52,75,12
55,53,75,12
55,54,76,12
55,55,76,12
55,56,77,13
55,57,78,13
55,58,79,13
55,59,80,13
55,60,81,13
55,61,82,13
55,62,83,13
55,63,84,13
55,64,85,13
55,96,110,15
55,100,114,15
55,127,141,15
55,128,142,15
55,160,174,15
55,192,206,15
55,255,263,18
55,256,264,18
55,320,328,18
55,512,520,18
55,576,584,18
55,640,648,18
55,1024,1032,18
55,1120,1128,18
55,1152,1160,18
56,0,56,17
56,1,56,17
56,2,57,17
56,3,57,17
56,4,57,17
56,5,57,17
56,6,58,17
56,7,58,17
56,8,57,17
56,9,57,17
56,10,58,17
56,11,58,17
56,12,58,17
56,13,58,17
56,14,59,17
56,15,59,17
56,16,58,17
56,17,60,14
56,18,61,14
56,19,61,14
56,20,61,14
56,21,61,14
56,22,62,14
56,23,62,14
56,24,62,14
56,25,62,14
56,26,63,14
56,27,63,14
56,28,63,14
56,29,63,14
56,30,64,14
56,31,64,14
56,32,64,14
56,33,64,14
56,34,65,14
56,35,65,14
56,36,65,14
56,37,65,14
56,38,71,12
56,39,71,12
56,40,71,12
56,41,71,12
56,42,72,12
56,43,72,12
56,44,73,12
56,45,73,12
56,46,74,12
56,47,74,12
56,48,74,12
56,49,74,12
56,50,75,12
56,51,75,12
56,52,76,12
56,53,76,12
56,54,77,12
56,55,77,12
56,56,77,12
56,57,78,13
56,58,79,13
56,59,80,13
56,60,81,13
56,61,82,13
56,62,83,13
56,63,84,13
56,64,85,13
56,96,110,15
56,100,114,15
56,127,141,15
56,128,142,15
56,160,174,15
56,192,206,15
56,255,262,18
56,256,263,18
56,320,327,18
56,512,519,18
56,576,583,18
56,640,647,18
56,1024,1031,18
56,1120,1127,18
56,1152,1159,18
57,0,57,17
57,1,57,17
57,2,58,17
57,3,58,17
57,4,58,17
57,5,58,17
57,6,59,17
57,7,59,17
57,8,58,17
57,9,58,17
57,10,59,17
57,11,59,17
57,12,59,17
57,13,59,17
57,14,60,17
57,15,60,17
57,16,59,17
57,17,61,14
57,18,62,14
57,19,62,14
57,20,62,14
57,21,62,14
57,22,63,14
57,23,63,14
57,24,63,14
57,25,63,14
57,26,64,14
57,27,64,14
57,28,64,14
57,29,64,14
57,30,65,14
57,31,65,14
57,32,65,14
57,33,65,14
57,34,66,14
57,35,66,14
57,36,66,14
57,37,66,14
57,38,67,14
57,39,72,12
57,40,72,12
57,41,72,12
57,42,73,12
57,43,73,12
57,44,74,12
57,45,74,12
57,46,75,12
57,47,75,12
57,48,75,12
57,49,75,12
57,50,76,12
57,51,76,12
57,52,77,12
57,53,77,12
57,54,78,12
57,55,78,12
57,56,78,12
57,57,78,12
57,58,79,13
57,59,80,13
57,60,81,13
57,61,82,13
57,62,83,13
57,63,84,13
57,64,85,13
57,96,110,15
57,100,114,15
57,127,141,15
57,128,142,15
57,160,174,15
57,192,206,15
57,255,262,18
57,256,263,18
57,320,327,18
57,512,519,18
57,576,583,18
57,640,647,18
57,1024,1031,18
57,1120,1127,18
57,1152,1159,18
58,0,58,17
58,1,58,17
58,2,59,17
58,3,59,17
58,4,59,17
58,5,59,17
58,6,60,17
58,7,60,17
58,8,59,17
58,9,59,17
58,10,60,17
58,11,60,17
58,12,60,17
58,13,60,17
58,14,61,17
58,15,61,17
58,16,60,17
58,17,62,14
58,18,63,14
58,19,63,14
58,20,63,14
58,21,63,14
58,22,64,14
58,23,64,14
58,24,64,14
58,25,64,14
58,26,65,14
58,27,65,14
58,28,65,14
58,29,65,14
58,30,66,14
58,31,66,14
58,32,66,14
58,33,66,14
58,34,67,14
58,35,67,14
58,36,67,14
58,37,67,14
58,38,68,14
58,39,73,12
58,40,73,12
58,41,73,12
58,42,74,12
58,43,74,12
58,44,75,12
58,45,75,12
58,46,76,12
58,47,76,12
58,48,76,12
58,49,76,12
58,50,77,12
58,51,77,12
58,52,78,12
58,53,78,12
58,54,79,12
58,55,79,12
58,56,79,12
58,57,79,12
58,58,80,12
58,59,81,13
58,60,82,13
58,61,83,13
58,62,84,13
58,63,85,13
58,64,86,13
58,96,111,15
58,100,115,15
58,127,142,15
58,128,143,15
58,160,175,15
58,192,207,15
58,255,263,18
58,256,264,18
58,320,328,18
58,512,520,18
58,576,584,18
58,640,648,18
58,1024,1032,18
58,1120,1128,18
58,1152,1160,18
59,0,59,17
59,1,59,17
59,2,60,17
59,3,60,17
59,4,60,17
59,5,60,17
59,6,61,17
59,7,61,17
59,8,60,17
59,9,60,17
59,10,61,17
59,11,61,17
59,12,61,17
59,13,61,17
59,14,62,17
59,15,62,17
59,16,61,17
59,17,63,14
59,18,64,14
59,19,64,14
59,20,64,14
59,21,64,14
59,22,65,14
59,23,65,14
59,24,65,14
59,25,65,14
59,26,66,14
59,27,66,14
59,28,66,14
59,29,66,14
59,30,67,14
59,31,67,14
59,32,67,14
59,33,67,14
59,34,68,14
59,35,68,14
59,36,68,14
59,37,68,14
59,38,69,14
59,39,69,14
59,40,74,12
59,41,74,12
59,42,75,12
59,43,75,12
59,44,76,12
59,45,76,12
59,46,77,12
59,47,77,12
59,48,77,12
59,49,77,12
59,50,78,12
59,51,78,12
59,52,79,12
59,53,79,12
59,54,80,12
59,55,80,12
59,56,80,12
59,57,80,12
59,58,81,12
59,59,81,12
59,60,82,13
59,61,83,13
59,62,84,13
59,63,85,13
59,64,86,13
59,96,111,15
59,100,115,15
59,127,142,15
59,128,143,15
59,160,175,15
59,192,207,15
59,255,263,18
59,256,264,18
59,320,328,18
59,512,520,18
59,576,584,18
59,640,648,18
59,1024,1032,18
59,1120,1128,18
59,1152,1160,18
60,0,60,17
60,1,60,17
60,2,61,17
60,3,61,17
60,4,61,17
60,5,61,17
60,6,62,17
60,7,62,17
60,8,61,17
60,9,61,17
60,10,62,17
60,11,62,17
60,12,62,17
60,13,62,17
60,14,63,17
60,15,63,17
60,16,62,17
60,17,62,17
60,18,65,14
60,19,65,14
60,20,65,14
60,21,65,14
60,22,66,14
60,23,66,14
60,24,66,14
60,25,66,14
60,26,67,14
60,27,67,14
60,28,67,14
60,29,67,14
60,30,68,14
60,31,68,14
60,32,68,14
60,33,68,14
60,34,69,14
60,35,69,14
60,36,69,14
60,37,69,14
60,38,70,14
60,39,70,14
60,40,70,14
60,41,75,12
60,42,76,12
60,43,76,12
60,44,77,12
60,45,77,12
60,46,78,12
60,47,78,12
60,48,78,12
60,49,78,12
60,50,79,12
60,51,79,12
60,52,80,12
60,53,80,12
60,54,81,12
60,55,81,12
60,56,81,12
60,57,81,12
60,58,82,12
60,59,82,12
60,60,83,12
60,61,84,13
60,62,85,13
60,63,86,13
60,64,87,13
60,96,111,15
60,100,115,15
60,127,142,15
60,128,143,15
60,160,175,15
60,192,207,15
60,255,263,18
60,256,264,18
60,320,328,18
60,512,520,18
60,576,584,18
60,640,648,18
60,1024,1032,18
60,1120,1128,18
60,1152,1160,18
61,0,61,17
61,1,61,17
61,2,62,17
61,3,62,17
61,4,62,17
61,5,62,17
61,6,63,17
61,7,63,17
61,8,62,17
61,9,62,17
61,10,63,17
61,11,63,17
61,12,63,17
61,13,63,17
61,14,64,17
61,15,64,17
61,16,63,17
61,17,63,17
61,18,66,14
61,19,66,14
61,20,66,14
61,21,66,14
61,22,67,14
61,23,67,14
61,24,67,14
61,25,67,14
61,26,68,14
61,27,68,14
61,28,68,14
61,29,68,14
61,30,69,14
61,31,69,14
61,32,69,14
61,33,69,14
61,34,70,14
61,35,70,14
61,36,70,14
61,37,70,14
61,38,71,14
61,39,71,14
61,40,71,14
61,41,76,12
61,42,77,12
61,43,77,12
61,44,78,12
61,45,78,12
61,46,79,12
61,47,79,12
61,48,79,12
61,49,79,12
61,50,80,12
61,51,80,12
61,52,81,12
61,53,81,12
61,54,82,12
61,55,82,12
61,56,82,12
61,57,82,12
61,58,83,12
61,59,83,12
61,60,84,12
61,61,84,12
61,62,85,13
61,63,86,13
61,64,87,13
61,96,111,15
61,100,115,15
61,127,142,15
61,128,143,15
61,160,175,15
61,192,207,15
61,255,263,18
61,256,264,18
61,320,328,18
61,512,520,18
61,576,584,18
61,640,648,18
61,1024,1032,18
61,1120,1128,18
61,1152,1160,18
62,0,62,17
62,1,62,17
62,2,63,17
62,3,63,17
62,4,63,17
62,5,63,17
62,6,64,17
62,7,64,17
62,8,63,17
62,9,63,17
62,10,64,17
62,11,64,17
62,12,64,17
62,13,64,17
62,14,65,17
62,15,65,17
62,16,64,17
62,17,64,17
62,18,67,14
62,19,67,14
62,20,67,14
62,21,67,14
62,22,68,14
62,23,68,14
62,24,68,14
62,25,68,14
62,26,69,14
62,27,69,14
62,28,69,14
62,29,69,14
62,30,70,14
62,31,70,14
62,32,70,14
62,33,70,14
62,34,71,14
62,35,71,14
62,36,71,14
62,37,71,14
62,38,72,14
62,39,72,14
62,40,72,14
62,41,72,14
62,42,78,12
62,43,78,12
62,44,79,12
62,45,79,12
62,46,80,12
62,47,80,12
62,48,80,12
62,49,80,12
62,50,81,12
62,51,81,12
62,52,82,12
62,53,82,12
62,54,83,12
62,55,83,12
62,56,83,12
62,57,83,12
62,58,84,12
62,59,84,12
62,60,85,12
62,61,85,12
62,62,86,12
62,63,87,13
62,64,88,13
62,96,112,15
62,100,116,15
62,127,143,15
62,128,144,15
62,160,176,15
62,192,208,15
62,255,264,18
62,256,265,18
62,320,329,18
62,512,521,18
62,576,585,18
62,640,649,18
62,1024,1033,18
62,1120,1129,18
62,1152,1161,18
63,0,63,17
63,1,63,17
63,2,64,17
63,3,64,17
63,4,64,17
63,5,64,17
63,6,65,17
63,7,65,17
63,8,64,17
63,9,64,17
63,10,65,17
63,11,65,17
63,12,65,17
63,13,65,17
63,14,66,17
63,15,66,17
63,16,65,17
63,17,65,17
63,18,66,17
63,19,68,14
63,20,68,14
63,21,68,14
63,22,69,14
63,23,69,14
63,24,69,14
63,25,69,14
63,26,70,14
63,27,70,14
63,28,70,14
63,29,70,14
63,30,71,14
63,31,71,14
63,32,71,14
63,33,71,14
63,34,72,14
63,35,72,14
63,36,72,14
63,37,72,14
63,38,73,14
63,39,73,14
63,40,73,14
63,41,73,14
63,42,74,14
63,43,79,12
63,44,80,12
63,45,80,12
63,46,81,12
63,47,81,12
63,48,81,12
63,49,81,12
63,50,82,12
63,51,82,12
63,52,83,12
63,53,83,12
63,54,84,12
63,55,84,12
63,56,84,12
63,57,84,12
63,58,85,12
63,59,85,12
63,60,86,12
63,61,86,12
63,62,87,12
63,63,87,12
63,64,88,13
63,96,112,15
63,100,116,15
63,127,143,15
63,128,144,15
63,160,176,15
63,192,208,15
63,255,264,18
63,256,265,18
63,320,329,18
63,512,521,18
63,576,585,18
63,640,649,18
63,1024,1033,18
63,1120,1129,18
63,1152,1161,18
64,0,64,17
64,1,64,17
64,2,65,17
64,3,65,17
64,4,65,17
64,5,65,17
64,6,66,17
64,7,66,17
64,8,65,17
64,9,65,17
64,10,66,17
64,11,66,17
64,12,66,17
64,13,66,17
64,14,67,17
64,15,67,17
64,16,66,17
64,17,66,17
64,18,67,17
64,19,69,14
64,20,69,14
64,21,69,14
64,22,70,14
64,23,70,14
64,24,70,14
64,25,70,14
64,26,71,14
64,27,71,14
64,28,71,14
64,29,71,14
64,30,72,14
64,31,72,14
64,32,72,14
64,33,72,14
64,34,73,14
64,35,73,14
64,36,73,14
64,37,73,14
64,38,74,14
64,39,74,14
64,40,74,14
64,41,74,14
64,42,75,14
64,43,80,12
64,44,81,12
64,45,81,12
64,46,82,12
64,47,82,12
64,48,82,12
64,49,82,12
64,50,83,12
64,51,83,12
64,52,84,12
64,53,84,12
64,54,85,12
64,55,85,12
64,56,85,12
64,57,85,12
64,58,86,12
64,59,86,12
64,60,87,12
64,61,87,12
64,62,88,12
64,63,88,12
64,64,88,12
64,96,112,15
64,100,116,15
64,127,143,15
64,128,144,15
64,160,176,15
64,192,208,15
64,255,263,18
64,256,264,18
64,320,328,18
