sprite,dx,dz,origin,distance
31,16,-64,0,66
31,16,-32,0,36
31,16,-16,0,22
31,16,-1,0,16
31,16,0,0,16
31,16,1,0,16
31,16,16,0,22
31,16,32,0,36
31,16,64,0,66
31,32,-64,0,72
31,32,-32,0,44
31,32,-16,0,36
31,32,-1,0,32
31,32,0,0,32
31,32,1,0,32
31,32,16,0,36
31,32,32,0,44
31,32,64,0,72
31,64,-64,0,88
31,64,-32,0,72
31,64,-16,0,66
31,64,-1,0,64
31,64,0,0,64
31,64,1,0,64
31,64,16,0,66
31,64,32,0,72
31,64,64,0,88
32,-64,-64,0,88
32,-64,-32,0,72
32,-64,-16,0,66
32,-64,-1,0,64
32,-64,0,0,64
32,-64,1,0,64
32,-64,16,0,66
32,-64,32,0,72
32,-64,64,0,88
32,-32,-64,0,72
32,-32,-32,0,44
32,-32,-16,0,36
32,-32,-1,0,32
32,-32,0,0,32
32,-32,1,0,32
32,-32,16,0,36
32,-32,32,0,44
32,-32,64,0,72
32,-16,-64,0,66
32,-16,-32,0,36
32,-16,-16,0,22
32,-16,-1,0,16
32,-16,0,0,16
32,-16,1,0,16
32,-16,16,0,22
32,-16,32,0,36
32,-16,64,0,66
32,-1,-64,0,64
32,-1,-32,0,32
32,-1,-16,0,16
32,-1,-1,0,1
32,-1,0,0,1
32,-1,1,0,1
32,-1,16,0,16
32,-1,32,0,32
32,-1,64,0,64
32,0,-64,0,64
32,0,-32,0,32
32,0,-16,0,16
32,0,-1,0,1
32,0,0,0,0
32,0,1,0,1
32,0,16,0,16
32,0,32,0,32
32,0,64,0,64
32,1,-64,0,64
32,1,-32,0,32
32,1,-16,0,16
32,1,-1,0,1
32,1,0,0,1
32,1,1,0,1
32,1,16,0,16
32,1,32,0,32
32,1,64,0,64
32,16,-64,0,66
32,16,-32,0,36
32,16,-16,0,22
32,16,-1,0,16
32,16,0,0,16
32,16,1,0,16
32,16,16,0,22
32,16,32,0,36
32,16,64,0,66
32,32,-64,0,72
32,32,-32,0,44
32,32,-16,0,36
32,32,-1,0,32
32,32,0,0,32
32,32,1,0,32
32,32,16,0,36
32,32,32,0,44
32,32,64,0,72
32,64,-64,0,88
32,64,-32,0,72
32,64,-16,0,66
32,64,-1,0,64
32,64,0,0,64
32,64,1,0,64
32,64,16,0,66
32,64,32,0,72
32,64,64,0,88
33,-64,-64,0,88
33,-64,-32,0,72
33,-64,-16,0,66
33,-64,-1,0,64
33,-64,0,0,64
33,-64,1,0,64
33,-64,16,0,66
33,-64,32,0,72
33,-64,64,0,88
33,-32,-64,0,72
33,-32,-32,0,44
33,-32,-16,0,36
33,-32,-1,0,32
33,-32,0,0,32
33,-32,1,0,32
33,-32,16,0,36
33,-32,32,0,44
33,-32,64,0,72
33,-16,-64,0,66
33,-16,-32,0,36
33,-16,-16,0,22
33,-16,-1,0,16
33,-16,0,0,16
33,-16,1,0,16
33,-16,16,0,22
33,-16,32,0,36
33,-16,64,0,66
33,-1,-64,0,64
33,-1,-32,0,32
33,-1,-16,0,16
33,-1,-1,0,1
33,-1,0,0,1
33,-1,1,0,1
33,-1,16,0,16
33,-1,32,0,32
33,-1,64,0,64
33,0,-64,0,64
33,0,-32,0,32
33,0,-16,0,16
33,0,-1,0,1
33,0,0,0,0
33,0,1,0,1
33,0,16,0,16
33,0,32,0,32
33,0,64,0,64
33,1,-64,0,64
33,1,-32,0,32
33,1,-16,0,16
33,1,-1,0,1
33,1,0,0,1
33,1,1,0,1
33,1,16,0,16
33,1,32,0,32
33,1,64,0,64
33,16,-64,0,66
33,16,-32,0,36
33,16,-16,0,22
33,16,-1,0,16
33,16,0,0,16
33,16,1,0,16
33,16,16,0,22
33,16,32,0,36
33,16,64,0,66
33,32,-64,0,72
33,32,-32,0,44
33,32,-16,0,36
33,32,-1,0,32
33,32,0,0,32
33,32,1,0,32
33,32,16,0,36
33,32,32,0,44
33,32,64,0,72
33,64,-64,0,88
33,64,-32,0,72
33,64,-16,0,66
33,64,-1,0,64
33,64,0,0,64
33,64,1,0,64
33,64,16,0,66
33,64,32,0,72
33,64,64,0,88
34,-64,-64,0,88
34,-64,-32,0,72
34,-64,-16,0,66
34,-64,-1,0,64
34,-64,0,0,64
34,-64,1,0,64
34,-64,16,0,66
34,-64,32,0,72
34,-64,64,0,88
34,-32,-64,0,72
34,-32,-32,0,44
34,-32,-16,0,36
34,-32,-1,0,32
34,-32,0,0,32
34,-32,1,0,32
34,-32,16,0,36
34,-32,32,0,44
34,-32,64,0,72
34,-16,-64,0,66
34,-16,-32,0,36
34,-16,-16,0,22
34,-16,-1,0,16
34,-16,0,0,16
34,-16,1,0,16
34,-16,16,0,22
34,-16,32,0,36
34,-16,64,0,66
34,-1,-64,0,64
34,-1,-32,0,32
34,-1,-16,0,16
34,-1,-1,0,1
34,-1,0,0,1
34,-1,1,0,1
34,-1,16,0,16
34,-1,32,0,32
34,-1,64,0,64
34,0,-64,0,64
34,0,-32,0,32
34,0,-16,0,16
34,0,-1,0,1
34,0,0,0,0
34,0,1,0,1
34,0,16,0,16
34,0,32,0,32
34,0,64,0,64
34,1,-64,0,64
34,1,-32,0,32
34,1,-16,0,16
34,1,-1,0,1
34,1,0,0,1
34,1,1,0,1
34,1,16,0,16
34,1,32,0,32
34,1,64,0,64
34,16,-64,0,66
34,16,-32,0,36
34,16,-16,0,22
34,16,-1,0,16
34,16,0,0,16
34,16,1,0,16
34,16,16,0,22
34,16,32,0,36
34,16,64,0,66
34,32,-64,0,72
34,32,-32,0,44
34,32,-16,0,36
34,32,-1,0,32
34,32,0,0,32
34,32,1,0,32
34,32,16,0,36
34,32,32,0,44
34,32,64,0,72
34,64,-64,0,88
34,64,-32,0,72
34,64,-16,0,66
34,64,-1,0,64
34,64,0,0,64
34,64,1,0,64
34,64,16,0,66
34,64,32,0,72
34,64,64,0,88
35,-64,-64,0,88
35,-64,-32,0,72
35,-64,-16,0,66
35,-64,-1,0,64
35,-64,0,0,64
35,-64,1,0,64
35,-64,16,0,66
35,-64,32,0,72
35,-64,64,0,88
35,-32,-64,0,72
35,-32,-32,0,44
35,-32,-16,0,36
35,-32,-1,0,32
35,-32,0,0,32
35,-32,1,0,32
35,-32,16,0,36
35,-32,32,0,44
35,-32,64,0,72
35,-16,-64,0,66
35,-16,-32,0,36
35,-16,-16,0,22
35,-16,-1,0,16
35,-16,0,0,16
35,-16,1,0,16
35,-16,16,0,22
35,-16,32,0,36
35,-16,64,0,66
35,-1,-64,0,64
35,-1,-32,0,32
35,-1,-16,0,16
35,-1,-1,0,1
35,-1,0,0,1
35,-1,1,0,1
35,-1,16,0,16
35,-1,32,0,32
35,-1,64,0,64
35,0,-64,0,64
35,0,-32,0,32
35,0,-16,0,16
35,0,-1,0,1
35,0,0,0,0
35,0,1,0,1
35,0,16,0,16
35,0,32,0,32
35,0,64,0,64
35,1,-64,0,64
35,1,-32,0,32
35,1,-16,0,16
35,1,-1,0,1
35,1,0,0,1
35,1,1,0,1
35,1,16,0,16
35,1,32,0,32
35,1,64,0,64
35,16,-64,0,66
35,16,-32,0,36
35,16,-16,0,22
35,16,-1,0,16
35,16,0,0,16
35,16,1,0,16
35,16,16,0,22
35,16,32,0,36
35,16,64,0,66
35,32,-64,0,72
35,32,-32,0,44
35,32,-16,0,36
35,32,-1,0,32
35,32,0,0,32
35,32,1,0,32
35,32,16,0,36
35,32,32,0,44
35,32,64,0,72
35,64,-64,0,88
35,64,-32,0,72
35,64,-16,0,66
35,64,-1,0,64
35,64,0,0,64
35,64,1,0,64
35,64,16,0,66
35,64,32,0,72
35,64,64,0,88
36,-64,-64,0,88
36,-64,-32,0,72
36,-64,-16,0,66
36,-64,-1,0,64
36,-64,0,0,64
36,-64,1,0,64
36,-64,16,0,66
36,-64,32,0,72
36,-64,64,0,88
36,-32,-64,0,72
36,-32,-32,0,44
36,-32,-16,0,36
36,-32,-1,0,32
36,-32,0,0,32
36,-32,1,0,32
36,-32,16,0,36
36,-32,32,0,44
36,-32,64,0,72
36,-16,-64,0,66
36,-16,-32,0,36
36,-16,-16,0,22
36,-16,-1,0,16
36,-16,0,0,16
36,-16,1,0,16
36,-16,16,0,22
36,-16,32,0,36
36,-16,64,0,66
36,-1,-64,0,64
36,-1,-32,0,32
36,-1,-16,0,16
36,-1,-1,0,1
36,-1,0,0,1
36,-1,1,0,1
36,-1,16,0,16
36,-1,32,0,32
36,-1,64,0,64
36,0,-64,0,64
36,0,-32,0,32
36,0,-16,0,16
36,0,-1,0,1
36,0,0,0,0
36,0,1,0,1
36,0,16,0,16
36,0,32,0,32
36,0,64,0,64
36,1,-64,0,64
36,1,-32,0,32
36,1,-16,0,16
36,1,-1,0,1
36,1,0,0,1
36,1,1,0,1
36,1,16,0,16
36,1,32,0,32
36,1,64,0,64
36,16,-64,0,66
36,16,-32,0,36
36,16,-16,0,22
36,16,-1,0,16
36,16,0,0,16
36,16,1,0,16
36,16,16,0,22
36,16,32,0,36
36,16,64,0,66
36,32,-64,0,72
36,32,-32,0,44
36,32,-16,0,36
36,32,-1,0,32
36,32,0,0,32
36,32,1,0,32
36,32,16,0,36
36,32,32,0,44
36,32,64,0,72
36,64,-64,0,88
36,64,-32,0,72
36,64,-16,0,66
36,64,-1,0,64
36,64,0,0,64
36,64,1,0,64
36,64,16,0,66
36,64,32,0,72
36,64,64,0,88
37,-64,-64,0,88
37,-64,-32,0,72
37,-64,-16,0,66
37,-64,-1,0,64
37,-64,0,0,64
37,-64,1,0,64
37,-64,16,0,66
37,-64,32,0,72
37,-64,64,0,88
37,-32,-64,0,72
37,-32,-32,0,44
37,-32,-16,0,36
37,-32,-1,0,32
37,-32,0,0,32
37,-32,1,0,32
37,-32,16,0,36
37,-32,32,0,44
37,-32,64,0,72
37,-16,-64,0,66
37,-16,-32,0,36
37,-16,-16,0,22
37,-16,-1,0,16
37,-16,0,0,16
37,-16,1,0,16
37,-16,16,0,22
37,-16,32,0,36
37,-16,64,0,66
37,-1,-64,0,64
37,-1,-32,0,32
37,-1,-16,0,16
37,-1,-1,0,1
37,-1,0,0,1
37,-1,1,0,1
37,-1,16,0,16
37,-1,32,0,32
37,-1,64,0,64
37,0,-64,0,64
37,0,-32,0,32
37,0,-16,0,16
37,0,-1,0,1
37,0,0,0,0
37,0,1,0,1
37,0,16,0,16
37,0,32,0,32
37,0,64,0,64
37,1,-64,0,64
37,1,-32,0,32
37,1,-16,0,16
37,1,-1,0,1
37,1,0,0,1
37,1,1,0,1
37,1,16,0,16
37,1,32,0,32
37,1,64,0,64
37,16,-64,0,66
37,16,-32,0,36
37,16,-16,0,22
37,16,-1,0,16
37,16,0,0,16
37,16,1,0,16
37,16,16,0,22
37,16,32,0,36
37,16,64,0,66
37,32,-64,0,72
37,32,-32,0,44
37,32,-16,0,36
37,32,-1,0,32
37,32,0,0,32
37,32,1,0,32
37,32,16,0,36
37,32,32,0,44
37,32,64,0,72
37,64,-64,0,88
37,64,-32,0,72
37,64,-16,0,66
37,64,-1,0,64
37,64,0,0,64
37,64,1,0,64
37,64,16,0,66
37,64,32,0,72
37,64,64,0,88
38,-64,-64,0,88
38,-64,-32,0,72
38,-64,-16,0,66
38,-64,-1,0,64
38,-64,0,0,64
38,-64,1,0,64
38,-64,16,0,66
38,-64,32,0,72
38,-64,64,0,88
38,-32,-64,0,72
38,-32,-32,0,44
38,-32,-16,0,36
38,-32,-1,0,32
38,-32,0,0,32
38,-32,1,0,32
38,-32,16,0,36
38,-32,32,0,44
38,-32,64,0,72
38,-16,-64,0,66
38,-16,-32,0,36
38,-16,-16,0,22
38,-16,-1,0,16
38,-16,0,0,16
38,-16,1,0,16
38,-16,16,0,22
38,-16,32,0,36
38,-16,64,0,66
38,-1,-64,0,64
38,-1,-32,0,32
38,-1,-16,0,16
38,-1,-1,0,1
38,-1,0,0,1
38,-1,1,0,1
38,-1,16,0,16
38,-1,32,0,32
38,-1,64,0,64
38,0,-64,0,64
38,0,-32,0,32
38,0,-16,0,16
38,0,-1,0,1
38,0,0,0,0
38,0,1,0,1
38,0,16,0,16
38,0,32,0,32
38,0,64,0,64
38,1,-64,0,64
38,1,-32,0,32
38,1,-16,0,16
38,1,-1,0,1
38,1,0,0,1
38,1,1,0,1
38,1,16,0,16
38,1,32,0,32
38,1,64,0,64
38,16,-64,0,66
38,16,-32,0,36
38,16,-16,0,22
38,16,-1,0,16
38,16,0,0,16
38,16,1,0,16
38,16,16,0,22
38,16,32,0,36
38,16,64,0,66
38,32,-64,0,72
38,32,-32,0,44
38,32,-16,0,36
38,32,-1,0,32
38,32,0,0,32
38,32,1,0,32
38,32,16,0,36
38,32,32,0,44
38,32,64,0,72
38,64,-64,0,88
38,64,-32,0,72
38,64,-16,0,66
38,64,-1,0,64
38,64,0,0,64
38,64,1,0,64
38,64,16,0,66
38,64,32,0,72
38,64,64,0,88
39,-64,-64,0,88
39,-64,-32,0,72
39,-64,-16,0,66
39,-64,-1,0,64
39,-64,0,0,64
39,-64,1,0,64
39,-64,16,0,66
39,-64,32,0,72
39,-64,64,0,88
39,-32,-64,0,72
39,-32,-32,0,44
39,-32,-16,0,36
39,-32,-1,0,32
39,-32,0,0,32
39,-32,1,0,32
39,-32,16,0,36
39,-32,32,0,44
39,-32,64,0,72
39,-16,-64,0,66
39,-16,-32,0,36
39,-16,-16,0,22
39,-16,-1,0,16
39,-16,0,0,16
39,-16,1,0,16
39,-16,16,0,22
39,-16,32,0,36
39,-16,64,0,66
39,-1,-64,0,64
39,-1,-32,0,32
39,-1,-16,0,16
39,-1,-1,0,1
39,-1,0,0,1
39,-1,1,0,1
39,-1,16,0,16
39,-1,32,0,32
39,-1,64,0,64
39,0,-64,0,64
39,0,-32,0,32
39,0,-16,0,16
39,0,-1,0,1
39,0,0,0,0
39,0,1,0,1
39,0,16,0,16
39,0,32,0,32
39,0,64,0,64
39,1,-64,0,64
39,1,-32,0,32
39,1,-16,0,16
39,1,-1,0,1
39,1,0,0,1
39,1,1,0,1
39,1,16,0,16
39,1,32,0,32
39,1,64,0,64
39,16,-64,0,66
39,16,-32,0,36
39,16,-16,0,22
39,16,-1,0,16
39,16,0,0,16
39,16,1,0,16
39,16,16,0,22
39,16,32,0,36
39,16,64,0,66
39,32,-64,0,72
39,32,-32,0,44
39,32,-16,0,36
39,32,-1,0,32
39,32,0,0,32
39,32,1,0,32
39,32,16,0,36
39,32,32,0,44
39,32,64,0,72
39,64,-64,0,88
39,64,-32,0,72
39,64,-16,0,66
39,64,-1,0,64
39,64,0,0,64
39,64,1,0,64
39,64,16,0,66
39,64,32,0,72
39,64,64,0,88
40,-64,-64,0,88
40,-64,-32,0,72
40,-64,-16,0,66
40,-64,-1,0,64
40,-64,0,0,64
40,-64,1,0,64
40,-64,16,0,66
40,-64,32,0,72
40,-64,64,0,88
40,-32,-64,0,72
40,-32,-32,0,44
40,-32,-16,0,36
40,-32,-1,0,32
40,-32,0,0,32
40,-32,1,0,32
40,-32,16,0,36
40,-32,32,0,44
40,-32,64,0,72
40,-16,-64,0,66
40,-16,-32,0,36
40,-16,-16,0,22
40,-16,-1,0,16
40,-16,0,0,16
40,-16,1,0,16
40,-16,16,0,22
40,-16,32,0,36
40,-16,64,0,66
40,-1,-64,0,64
40,-1,-32,0,32
40,-1,-16,0,16
40,-1,-1,0,1
40,-1,0,0,1
40,-1,1,0,1
40,-1,16,0,16
40,-1,32,0,32
40,-1,64,0,64
40,0,-64,0,64
40,0,-32,0,32
40,0,-16,0,16
40,0,-1,0,1
40,0,0,0,0
40,0,1,0,1
40,0,16,0,16
40,0,32,0,32
40,0,64,0,64
40,1,-64,0,64
40,1,-32,0,32
40,1,-16,0,16
40,1,-1,0,1
40,1,0,0,1
40,1,1,0,1
40,1,16,0,16
40,1,32,0,32
40,1,64,0,64
40,16,-64,0,66
40,16,-32,0,36
40,16,-16,0,22
40,16,-1,0,16
40,16,0,0,16
40,16,1,0,16
40,16,16,0,22
40,16,32,0,36
40,16,64,0,66
40,32,-64,0,72
40,32,-32,0,44
40,32,-16,0,36
40,32,-1,0,32
40,32,0,0,32
40,32,1,0,32
40,32,16,0,36
40,32,32,0,44
40,32,64,0,72
40,64,-64,0,88
40,64,-32,0,72
40,64,-16,0,66
40,64,-1,0,64
40,64,0,0,64
40,64,1,0,64
40,64,16,0,66
40,64,32,0,72
40,64,64,0,88
41,-64,-64,0,88
41,-64,-32,0,72
41,-64,-16,0,66
41,-64,-1,0,64
41,-64,0,0,64
41,-64,1,0,64
41,-64,16,0,66
41,-64,32,0,72
41,-64,64,0,88
41,-32,-64,0,72
41,-32,-32,0,44
41,-32,-16,0,36
41,-32,-1,0,32
41,-32,0,0,32
41,-32,1,0,32
41,-32,16,0,36
41,-32,32,0,44
41,-32,64,0,72
41,-16,-64,0,66
41,-16,-32,0,36
41,-16,-16,0,22
41,-16,-1,0,16
41,-16,0,0,16
41,-16,1,0,16
41,-16,16,0,22
41,-16,32,0,36
41,-16,64,0,66
41,-1,-64,0,64
41,-1,-32,0,32
41,-1,-16,0,16
41,-1,-1,0,1
41,-1,0,0,1
41,-1,1,0,1
41,-1,16,0,16
41,-1,32,0,32
41,-1,64,0,64
41,0,-64,0,64
41,0,-32,0,32
41,0,-16,0,16
41,0,-1,0,1
41,0,0,0,0
41,0,1,0,1
41,0,16,0,16
41,0,32,0,32
41,0,64,0,64
41,1,-64,0,64
41,1,-32,0,32
41,1,-16,0,16
41,1,-1,0,1
41,1,0,0,1
41,1,1,0,1
41,1,16,0,16
41,1,32,0,32
41,1,64,0,64
41,16,-64,0,66
41,16,-32,0,36
41,16,-16,0,22
41,16,-1,0,16
41,16,0,0,16
41,16,1,0,16
41,16,16,0,22
41,16,32,0,36
41,16,64,0,66
41,32,-64,0,72
41,32,-32,0,44
41,32,-16,0,36
41,32,-1,0,32
41,32,0,0,32
41,32,1,0,32
41,32,16,0,36
41,32,32,0,44
41,32,64,0,72
41,64,-64,0,88
41,64,-32,0,72
41,64,-16,0,66
41,64,-1,0,64
41,64,0,0,64
41,64,1,0,64
41,64,16,0,66
41,64,32,0,72
41,64,64,0,88
42,-64,-64,0,88
42,-64,-32,0,72
42,-64,-16,0,66
42,-64,-1,0,64
42,-64,0,0,64
42,-64,1,0,64
42,-64,16,0,66
42,-64,32,0,72
42,-64,64,0,88
42,-32,-64,0,72
42,-32,-32,0,44
42,-32,-16,0,36
42,-32,-1,0,32
42,-32,0,0,32
42,-32,1,0,32
42,-32,16,0,36
42,-32,32,0,44
42,-32,64,0,72
42,-16,-64,0,66
42,-16,-32,0,36
42,-16,-16,0,22
42,-16,-1,0,16
42,-16,0,0,16
42,-16,1,0,16
42,-16,16,0,22
42,-16,32,0,36
42,-16,64,0,66
42,-1,-64,0,64
42,-1,-32,0,32
42,-1,-16,0,16
42,-1,-1,0,1
42,-1,0,0,1
42,-1,1,0,1
42,-1,16,0,16
42,-1,32,0,32
42,-1,64,0,64
42,0,-64,0,64
42,0,-32,0,32
42,0,-16,0,16
42,0,-1,0,1
42,0,0,0,0
42,0,1,0,1
42,0,16,0,16
42,0,32,0,32
42,0,64,0,64
42,1,-64,0,64
42,1,-32,0,32
42,1,-16,0,16
42,1,-1,0,1
42,1,0,0,1
42,1,1,0,1
42,1,16,0,16
42,1,32,0,32
42,1,64,0,64
42,16,-64,0,66
42,16,-32,0,36
42,16,-16,0,22
42,16,-1,0,16
42,16,0,0,16
42,16,1,0,16
42,16,16,0,22
42,16,32,0,36
42,16,64,0,66
42,32,-64,0,72
42,32,-32,0,44
42,32,-16,0,36
42,32,-1,0,32
42,32,0,0,32
42,32,1,0,32
42,32,16,0,36
42,32,32,0,44
42,32,64,0,72
42,64,-64,0,88
42,64,-32,0,72
42,64,-16,0,66
42,64,-1,0,64
42,64,0,0,64
42,64,1,0,64
42,64,16,0,66
42,64,32,0,72
42,64,64,0,88
43,-64,-64,0,88
43,-64,-32,0,72
43,-64,-16,0,66
43,-64,-1,0,64
43,-64,0,0,64
43,-64,1,0,64
43,-64,16,0,66
43,-64,32,0,72
43,-64,64,0,88
43,-32,-64,0,72
43,-32,-32,0,44
43,-32,-16,0,36
43,-32,-1,0,32
43,-32,0,0,32
43,-32,1,0,32
43,-32,16,0,36
43,-32,32,0,44
43,-32,64,0,72
43,-16,-64,0,66
43,-16,-32,0,36
43,-16,-16,0,22
43,-16,-1,0,16
43,-16,0,0,16
43,-16,1,0,16
43,-16,16,0,22
43,-16,32,0,36
43,-16,64,0,66
43,-1,-64,0,64
43,-1,-32,0,32
43,-1,-16,0,16
43,-1,-1,0,1
43,-1,0,0,1
43,-1,1,0,1
43,-1,16,0,16
43,-1,32,0,32
43,-1,64,0,64
43,0,-64,0,64
43,0,-32,0,32
43,0,-16,0,16
43,0,-1,0,1
43,0,0,0,0
43,0,1,0,1
43,0,16,0,16
43,0,32,0,32
43,0,64,0,64
43,1,-64,0,64
43,1,-32,0,32
43,1,-16,0,16
43,1,-1,0,1
43,1,0,0,1
43,1,1,0,1
43,1,16,0,16
43,1,32,0,32
43,1,64,0,64
43,16,-64,0,66
43,16,-32,0,36
43,16,-16,0,22
43,16,-1,0,16
43,16,0,0,16
43,16,1,0,16
43,16,16,0,22
43,16,32,0,36
43,16,64,0,66
43,32,-64,0,72
43,32,-32,0,44
43,32,-16,0,36
43,32,-1,0,32
43,32,0,0,32
43,32,1,0,32
43,32,16,0,36
43,32,32,0,44
43,32,64,0,72
43,64,-64,0,88
43,64,-32,0,72
43,64,-16,0,66
43,64,-1,0,64
43,64,0,0,64
43,64,1,0,64
43,64,16,0,66
43,64,32,0,72
43,64,64,0,88
44,-64,-64,0,88
44,-64,-32,0,72
44,-64,-16,0,66
44,-64,-1,0,64
44,-64,0,0,64
44,-64,1,0,64
44,-64,16,0,66
44,-64,32,0,72
44,-64,64,0,88
44,-32,-64,0,72
44,-32,-32,0,44
44,-32,-16,0,36
44,-32,-1,0,32
44,-32,0,0,32
44,-32,1,0,32
44,-32,16,0,36
44,-32,32,0,44
44,-32,64,0,72
44,-16,-64,0,66
44,-16,-32,0,36
44,-16,-16,0,22
44,-16,-1,0,16
44,-16,0,0,16
44,-16,1,0,16
44,-16,16,0,22
44,-16,32,0,36
44,-16,64,0,66
44,-1,-64,0,64
44,-1,-32,0,32
44,-1,-16,0,16
44,-1,-1,0,1
44,-1,0,0,1
44,-1,1,0,1
44,-1,16,0,16
44,-1,32,0,32
44,-1,64,0,64
44,0,-64,0,64
44,0,-32,0,32
44,0,-16,0,16
44,0,-1,0,1
44,0,0,0,0
44,0,1,0,1
44,0,16,0,16
44,0,32,0,32
44,0,64,0,64
44,1,-64,0,64
44,1,-32,0,32
44,1,-16,0,16
44,1,-1,0,1
44,1,0,0,1
44,1,1,0,1
44,1,16,0,16
44,1,32,0,32
44,1,64,0,64
44,16,-64,0,66
44,16,-32,0,36
44,16,-16,0,22
44,16,-1,0,16
44,16,0,0,16
44,16,1,0,16
44,16,16,0,22
44,16,32,0,36
44,16,64,0,66
44,32,-64,0,72
44,32,-32,0,44
44,32,-16,0,36
44,32,-1,0,32
44,32,0,0,32
44,32,1,0,32
44,32,16,0,36
44,32,32,0,44
44,32,64,0,72
44,64,-64,0,88
44,64,-32,0,72
44,64,-16,0,66
44,64,-1,0,64
44,64,0,0,64
44,64,1,0,64
44,64,16,0,66
44,64,32,0,72
44,64,64,0,88
45,-64,-64,0,88
45,-64,-32,0,72
45,-64,-16,0,66
45,-64,-1,0,64
45,-64,0,0,64
45,-64,1,0,64
45,-64,16,0,66
45,-64,32,0,72
45,-64,64,0,88
45,-32,-64,0,72
45,-32,-32,0,44
45,-32,-16,0,36
45,-32,-1,0,32
45,-32,0,0,32
45,-32,1,0,32
45,-32,16,0,36
45,-32,32,0,44
45,-32,64,0,72
45,-16,-64,0,66
45,-16,-32,0,36
45,-16,-16,0,22
45,-16,-1,0,16
45,-16,0,0,16
45,-16,1,0,16
45,-16,16,0,22
45,-16,32,0,36
45,-16,64,0,66
45,-1,-64,0,64
45,-1,-32,0,32
45,-1,-16,0,16
45,-1,-1,0,1
45,-1,0,0,1
45,-1,1,0,1
45,-1,16,0,16
45,-1,32,0,32
45,-1,64,0,64
45,0,-64,0,64
45,0,-32,0,32
45,0,-16,0,16
45,0,-1,0,1
45,0,0,0,0
45,0,1,0,1
45,0,16,0,16
45,0,32,0,32
45,0,64,0,64
45,1,-64,0,64
45,1,-32,0,32
45,1,-16,0,16
45,1,-1,0,1
45,1,0,0,1
45,1,1,0,1
45,1,16,0,16
45,1,32,0,32
45,1,64,0,64
45,16,-64,0,66
45,16,-32,0,36
45,16,-16,0,22
45,16,-1,0,16
45,16,0,0,16
45,16,1,0,16
45,16,16,0,22
45,16,32,0,36
45,16,64,0,66
45,32,-64,0,72
45,32,-32,0,44
45,32,-16,0,36
45,32,-1,0,32
45,32,0,0,32
45,32,1,0,32
45,32,16,0,36
45,32,32,0,44
45,32,64,0,72
45,64,-64,0,88
45,64,-32,0,72
45,64,-16,0,66
45,64,-1,0,64
45,64,0,0,64
45,64,1,0,64
45,64,16,0,66
45,64,32,0,72
45,64,64,0,88
46,-64,-64,0,88
46,-64,-32,0,72
46,-64,-16,0,66
46,-64,-1,0,64
46,-64,0,0,64
46,-64,1,0,64
46,-64,16,0,66
46,-64,32,0,72
46,-64,64,0,88
46,-32,-64,0,72
46,-32,-32,0,44
46,-32,-16,0,36
46,-32,-1,0,32
46,-32,0,0,32
46,-32,1,0,32
46,-32,16,0,36
46,-32,32,0,44
46,-32,64,0,72
46,-16,-64,0,66
46,-16,-32,0,36
46,-16,-16,0,22
46,-16,-1,0,16
46,-16,0,0,16
46,-16,1,0,16
46,-16,16,0,22
46,-16,32,0,36
46,-16,64,0,66
46,-1,-64,0,64
46,-1,-32,0,32
46,-1,-16,0,16
46,-1,-1,0,1
46,-1,0,0,1
46,-1,1,0,1
46,-1,16,0,16
46,-1,32,0,32
46,-1,64,0,64
46,0,-64,0,64
46,0,-32,0,32
46,0,-16,0,16
46,0,-1,0,1
46,0,0,0,0
46,0,1,0,1
46,0,16,0,16
46,0,32,0,32
46,0,64,0,64
46,1,-64,0,64
46,1,-32,0,32
46,1,-16,0,16
46,1,-1,0,1
46,1,0,0,1
46,1,1,0,1
46,1,16,0,16
46,1,32,0,32
46,1,64,0,64
46,16,-64,0,66
46,16,-32,0,36
46,16,-16,0,22
46,16,-1,0,16
46,16,0,0,16
46,16,1,0,16
46,16,16,0,22
46,16,32,0,36
46,16,64,0,66
46,32,-64,0,72
46,32,-32,0,44
46,32,-16,0,36
46,32,-1,0,32
46,32,0,0,32
46,32,1,0,32
46,32,16,0,36
46,32,32,0,44
46,32,64,0,72
46,64,-64,0,88
46,64,-32,0,72
46,64,-16,0,66
46,64,-1,0,64
46,64,0,0,64
46,64,1,0,64
46,64,16,0,66
46,64,32,0,72
46,64,64,0,88
47,-64,-64,0,88
47,-64,-32,0,72
47,-64,-16,0,66
47,-64,-1,0,64
47,-64,0,0,64
47,-64,1,0,64
47,-64,16,0,66
47,-64,32,0,72
47,-64,64,0,88
47,-32,-64,0,72
47,-32,-32,0,44
47,-32,-16,0,36
47,-32,-1,0,32
47,-32,0,0,32
47,-32,1,0,32
47,-32,16,0,36
47,-32,32,0,44
47,-32,64,0,72
47,-16,-64,0,66
47,-16,-32,0,36
47,-16,-16,0,22
47,-16,-1,0,16
47,-16,0,0,16
47,-16,1,0,16
47,-16,16,0,22
47,-16,32,0,36
47,-16,64,0,66
47,-1,-64,0,64
47,-1,-32,0,32
47,-1,-16,0,16
47,-1,-1,0,1
47,-1,0,0,1
47,-1,1,0,1
47,-1,16,0,16
47,-1,32,0,32
47,-1,64,0,64
47,0,-64,0,64
47,0,-32,0,32
47,0,-16,0,16
47,0,-1,0,1
47,0,0,0,0
